item_id,order_id,product_id,quantity,unit_price,freight_value
ITEM-002839,ORD-011365,PROD-0717,5,,31.21
ITEM-002840,ORD-002913,PROD-0336,1,1512.29,91.1
ITEM-002841,ORD-004426,PROD-0185,2,517.84,90.92
ITEM-002842,ORD-006394,PROD-0507,4,437.58,141.69
ITEM-002843,ORD-012928,PROD-0335,4,2290.88,135.44
ITEM-002844,ORD-012756,PROD-0137,5,2541.41,125.79
ITEM-002845,ORD-006929,PROD-0160,5,1416.94,30.03
ITEM-002846,ORD-004405,PROD-0485,3,752.37,57.05
ITEM-002847,ORD-014161,PROD-0448,1,2860.73,131.84
ITEM-002848,ORD-013128,PROD-0614,4,2853.53,82.97
ITEM-002849,ORD-010626,PROD-0109,4,2647.9,47.47
ITEM-002850,ORD-000641,PROD-0704,1,1436.64,116.53
ITEM-002851,ORD-005835,PROD-0280,4,1693.65,58.0
ITEM-002852,ORD-008906,PROD-0050,2,1468.74,137.1
ITEM-002853,ORD-006984,PROD-0177,5,2944.98,47.84
ITEM-002854,ORD-002620,PROD-0256,4,928.1,72.57
ITEM-002855,ORD-001723,PROD-0801,2,78.33,39.16
ITEM-002856,ORD-007223,PROD-0110,5,1014.6,15.61
ITEM-002857,ORD-006955,PROD-0268,2,324.25,130.93
ITEM-002858,ORD-000827,PROD-0053,5,1415.84,90.77
ITEM-002859,ORD-013251,PROD-9483,2,665.37,109.0
ITEM-002860,ORD-005305,PROD-0441,3,2484.29,18.13
ITEM-002861,ORD-011213,PROD-0521,2,1973.98,77.22
ITEM-002862,ORD-008730,PROD-0010,5,569.76,132.53
ITEM-002863,ORD-009186,PROD-0816,4,1526.05,45.51
ITEM-002864,ORD-008429,PROD-0558,5,693.21,33.01
ITEM-002865,ORD-013179,PROD-0364,1,252.06,89.82
ITEM-002866,ORD-005899,PROD-0059,1,1114.41,86.18
ITEM-002867,ORD-001048,PROD-0173,5,467.6,5.09
ITEM-002868,ORD-003096,PROD-0645,3,1177.34,133.24
ITEM-002869,ORD-011115,PROD-0905,4,2478.01,46.34
ITEM-002870,ORD-006120,PROD-0263,2,2762.1,6.12
ITEM-002871,ORD-003870,PROD-0373,1,1952.1,66.75
ITEM-002872,ORD-012441,PROD-0389,4,2006.68,75.33
ITEM-002873,ORD-002617,PROD-0251,2,687.3,84.87
ITEM-002874,ORD-010640,PROD-0910,3,178.04,100.01
ITEM-002875,ORD-005349,PROD-0857,1,1204.73,67.35
ITEM-002876,ORD-000942,PROD-0034,-2,2182.62,99.73
ITEM-002877,ORD-000737,PROD-0873,1,1851.76,120.99
ITEM-002878,ORD-001037,PROD-0887,-2,478.44,148.85
ITEM-002879,ORD-000920,PROD-0987,4,2661.33,116.33
ITEM-002880,ORD-002919,PROD-0325,2,1258.07,77.54
ITEM-002881,ORD-014195,PROD-0371,3,2504.29,79.78
ITEM-002882,ORD-013945,PROD-0737,3,1761.02,122.55
ITEM-002883,ORD-003151,PROD-0104,1,188.11,136.32
ITEM-002884,ORD-008223,PROD-0452,4,1996.23,35.61
ITEM-002885,ORD-010700,PROD-0637,5,2806.6,96.89
ITEM-002886,ORD-008363,PROD-0454,1,71.49,63.46
ITEM-002887,ORD-002834,PROD-0202,2,2333.56,141.27
ITEM-002888,ORD-005472,PROD-0373,5,970.99,98.07
ITEM-002889,ORD-001053,PROD-0748,4,1428.57,56.85
ITEM-002890,ORD-009394,PROD-0905,1,1354.17,60.96
ITEM-002891,ORD-000130,PROD-0426,5,180.26,76.2
ITEM-002892,ORD-010379,PROD-0556,3,2156.17,86.21
ITEM-002893,ORD-004769,PROD-0035,4,205.64,80.13
ITEM-002894,ORD-001137,PROD-0575,3,2695.57,136.7
ITEM-002895,ORD-014274,PROD-0499,3,2682.12,111.79
ITEM-002896,ORD-013742,PROD-0691,2,2478.81,49.54
ITEM-002897,ORD-008181,PROD-0637,2,416.05,47.8
ITEM-002898,ORD-012362,PROD-0228,5,678.61,101.2
ITEM-002899,ORD-011774,PROD-0915,1,2455.46,78.03
ITEM-002900,ORD-001215,PROD-0756,1,2660.63,20.62
ITEM-002901,ORD-011189,PROD-0824,2,2362.1,57.93
ITEM-002902,ORD-012281,PROD-0550,4,459.3,124.22
ITEM-002903,ORD-007604,PROD-0911,1,263.93,17.34
ITEM-002904,ORD-012204,PROD-9042,3,2561.37,28.06
ITEM-002905,ORD-000911,PROD-9542,2,571.59,114.78
ITEM-002906,ORD-007267,PROD-0568,5,482.0,62.13
ITEM-002907,ORD-004840,PROD-0120,1,2926.99,100.53
ITEM-002908,ORD-010850,PROD-0803,2,2777.44,134.72
ITEM-002909,ORD-007991,PROD-0238,1,1775.93,50.16
ITEM-002910,ORD-011157,PROD-0016,1,1007.89,71.38
ITEM-002911,ORD-004173,PROD-0059,1,607.1,128.46
ITEM-002912,ORD-013489,PROD-0662,1,950.0,32.71
ITEM-002913,ORD-013435,PROD-0681,3,2999.02,46.9
ITEM-002914,ORD-012757,PROD-0345,3,262.37,142.26
ITEM-002915,ORD-002746,PROD-0707,1,1455.39,20.18
ITEM-002916,ORD-003939,PROD-0706,1,2389.74,141.74
ITEM-002917,ORD-013223,PROD-0404,4,2027.52,66.73
ITEM-002918,ORD-010731,PROD-0997,2,2707.61,120.29
ITEM-002919,ORD-007574,PROD-0037,3,2348.71,93.29
ITEM-002920,ORD-001988,PROD-0851,3,1247.0,40.85
ITEM-002921,ORD-009813,PROD-0560,2,799.13,9.71
ITEM-002922,ORD-009403,PROD-0541,1,2280.01,79.25
ITEM-002923,ORD-002721,PROD-0755,5,951.78,91.96
ITEM-002924,ORD-009015,PROD-0412,2,13.0,46.01
ITEM-002925,ORD-001697,PROD-0278,2,1217.87,35.84
ITEM-002926,ORD-005275,PROD-0421,-2,2725.77,120.42
ITEM-002927,ORD-001619,PROD-0336,1,1297.59,46.06
ITEM-002928,ORD-005321,PROD-0229,2,2395.4,95.64
ITEM-002929,ORD-013496,PROD-0211,5,1113.88,108.73
ITEM-002930,ORD-008298,PROD-0864,1,968.24,79.37
ITEM-002931,ORD-000242,PROD-0097,3,2299.43,35.52
ITEM-002932,ORD-010204,PROD-0048,3,986.11,37.69
ITEM-002933,ORD-003947,PROD-0681,2,2027.13,104.69
ITEM-002934,ORD-001000,PROD-0214,4,2406.53,56.02
ITEM-002935,ORD-002319,PROD-0754,1,1577.34,123.88
ITEM-002936,ORD-012299,PROD-0064,2,831.65,54.84
ITEM-002937,ORD-008104,PROD-0457,1,268.4,123.18
ITEM-002938,ORD-013573,PROD-0457,4,1357.71,35.99
ITEM-002939,ORD-002348,PROD-0569,1,2590.17,94.88
ITEM-002940,ORD-014943,PROD-0406,5,2885.48,35.91
ITEM-002941,ORD-014279,PROD-0969,5,1740.39,88.98
ITEM-002942,ORD-004941,PROD-0434,-2,2442.74,37.06
ITEM-002943,ORD-003662,PROD-0556,3,2459.32,41.86
ITEM-002944,ORD-008302,PROD-0464,3,1219.18,88.11
ITEM-002945,ORD-010799,PROD-0904,4,1628.13,148.48
ITEM-002946,ORD-011825,PROD-0778,3,1216.25,27.7
ITEM-002947,ORD-011180,PROD-0849,2,2238.28,61.47
ITEM-002948,ORD-000349,PROD-0757,2,2498.18,128.36
ITEM-002949,ORD-001946,PROD-0453,4,2615.32,14.61
ITEM-002950,ORD-010687,PROD-0377,1,1248.83,128.91
ITEM-002951,ORD-000241,PROD-0860,1,760.88,87.12
ITEM-002952,ORD-012644,PROD-0940,3,574.62,39.03
ITEM-002953,ORD-006266,PROD-0848,4,1500.3,97.53
ITEM-002954,ORD-001460,PROD-0456,5,2797.57,55.15
ITEM-002955,ORD-006606,PROD-0249,2,146.58,147.99
ITEM-002956,ORD-011649,PROD-0904,1,2965.3,118.01
ITEM-002957,ORD-013144,PROD-0748,5,2021.59,118.83
ITEM-002958,ORD-011188,PROD-0422,1,725.75,87.15
ITEM-002959,ORD-002453,PROD-0811,5,1164.01,106.16
ITEM-002960,ORD-004350,PROD-0224,2,2108.05,81.61
ITEM-002961,ORD-005206,PROD-0274,4,2264.52,60.04
ITEM-002962,ORD-004139,PROD-0181,1,1751.8,104.22
ITEM-002963,ORD-000859,PROD-0966,2,758.45,48.21
ITEM-002964,ORD-006266,PROD-0168,3,1125.16,148.54
ITEM-002965,ORD-002198,PROD-0170,1,2069.25,61.79
ITEM-002966,ORD-001973,PROD-0538,1,1833.73,23.57
ITEM-002967,ORD-005923,PROD-0900,4,421.31,131.89
ITEM-002968,ORD-010236,PROD-0036,3,510.31,22.49
ITEM-002969,ORD-001833,PROD-0385,5,922.87,104.22
ITEM-002970,ORD-007016,PROD-0875,3,410.5,78.19
ITEM-002971,ORD-014420,PROD-0023,3,2005.21,21.74
ITEM-002972,ORD-009929,PROD-0472,4,926.35,14.12
ITEM-002973,ORD-000663,PROD-0664,2,710.56,90.38
ITEM-002974,ORD-010532,PROD-0228,3,2897.78,135.72
ITEM-002975,ORD-004496,PROD-0504,1,2083.96,71.53
ITEM-002976,ORD-004722,PROD-0467,1,423.76,47.54
ITEM-002977,ORD-004482,PROD-0979,3,440.72,35.34
ITEM-002978,ORD-014262,PROD-0939,3,1105.72,118.41
ITEM-002979,ORD-006430,PROD-0074,5,1797.5,10.92
ITEM-002980,ORD-014694,PROD-0043,0,2254.48,78.44
ITEM-002981,ORD-002263,PROD-0610,4,815.74,125.43
ITEM-002982,ORD-005709,PROD-0680,2,1587.02,73.79
ITEM-002983,ORD-011247,PROD-0239,5,1420.03,37.8
ITEM-002984,ORD-003261,PROD-0716,5,304.91,73.68
ITEM-002985,ORD-001323,PROD-0372,3,358.89,112.94
ITEM-002986,ORD-001691,PROD-0543,4,1097.05,57.45
ITEM-002987,ORD-013663,PROD-0064,5,795.14,44.5
ITEM-002988,ORD-006908,PROD-0110,2,2673.54,47.64
ITEM-002989,ORD-001510,PROD-0258,4,588.49,45.09
ITEM-002990,ORD-014159,PROD-0612,3,1425.84,119.65
ITEM-002991,ORD-001020,PROD-0260,1,2720.11,131.39
ITEM-002992,ORD-004878,PROD-0415,2,1957.66,85.44
ITEM-002993,ORD-004425,PROD-0163,5,469.5,11.67
ITEM-002994,ORD-006799,PROD-0303,2,548.7,28.06
ITEM-002995,ORD-011815,PROD-0131,5,2252.09,48.02
ITEM-002996,ORD-009759,PROD-0893,2,1370.13,27.16
ITEM-002997,ORD-009853,PROD-0998,1,538.16,17.22
ITEM-002998,ORD-011448,PROD-0915,2,2490.69,17.19
ITEM-002999,ORD-005956,PROD-0672,5,2602.99,26.45
ITEM-003000,ORD-001948,PROD-0444,2,2717.71,138.12
ITEM-003001,ORD-003676,PROD-0258,5,1558.26,125.07
ITEM-003002,ORD-004058,PROD-0655,1,1210.87,41.98
ITEM-003003,ORD-009552,PROD-0454,4,1289.52,121.76
ITEM-003004,ORD-001517,PROD-0395,5,717.67,90.32
ITEM-003005,ORD-001991,PROD-0528,2,2285.59,34.21
ITEM-003006,ORD-006239,PROD-0354,5,445.69,136.42
ITEM-003007,ORD-010239,PROD-0309,5,221.07,127.63
ITEM-003008,ORD-011010,PROD-0907,1,83.69,117.23
ITEM-003009,ORD-014695,PROD-0729,5,2640.28,47.69
ITEM-003010,ORD-003218,PROD-0941,5,2931.87,64.91
ITEM-003011,ORD-004823,PROD-9115,5,582.47,137.75
ITEM-003012,ORD-005988,PROD-0642,2,1868.98,72.28
ITEM-003013,ORD-002411,PROD-0638,5,2412.52,15.03
ITEM-003014,ORD-009925,PROD-0495,1,2009.12,22.99
ITEM-003015,ORD-006095,PROD-0826,1,18.01,15.7
ITEM-003016,ORD-002758,PROD-0186,4,83.65,131.37
ITEM-003017,ORD-014821,PROD-0671,2,2592.81,123.85
ITEM-003018,ORD-014309,PROD-0945,1,1609.6,89.32
ITEM-003019,ORD-008786,PROD-0753,5,2518.96,126.05
ITEM-003020,ORD-000154,PROD-0210,4,2390.61,112.15
ITEM-003021,ORD-000580,PROD-0409,1,810.38,132.41
ITEM-003022,ORD-005052,PROD-0908,1,1776.47,56.78
ITEM-003023,ORD-005906,PROD-0349,2,1206.6,121.47
ITEM-003024,ORD-011009,PROD-0724,0,2821.64,39.72
ITEM-003025,ORD-010600,PROD-0702,1,643.76,80.75
ITEM-003026,ORD-000333,PROD-0246,5,1750.63,141.44
ITEM-003027,ORD-006090,PROD-0414,5,2033.0,142.98
ITEM-003028,ORD-011539,PROD-0789,5,2135.19,59.73
ITEM-003029,ORD-012561,PROD-0980,3,2576.27,98.98
ITEM-003030,ORD-005908,PROD-0733,5,2217.66,146.04
ITEM-003031,ORD-014482,PROD-0995,2,1200.34,109.56
ITEM-003032,ORD-008263,PROD-0509,4,595.43,110.46
ITEM-003033,ORD-005470,PROD-0954,4,1779.52,88.78
ITEM-003034,ORD-007993,PROD-0800,2,2300.92,139.15
ITEM-003035,ORD-007242,PROD-0966,2,327.92,50.15
ITEM-003036,ORD-005672,PROD-0882,4,1895.5,108.86
ITEM-003037,ORD-004271,PROD-0924,1,347.9,119.75
ITEM-003038,ORD-011415,PROD-0627,2,1191.1,122.44
ITEM-003039,ORD-007237,PROD-0841,5,1074.82,82.98
ITEM-003040,ORD-011540,PROD-0481,5,2904.11,108.54
ITEM-003041,ORD-004297,PROD-0947,2,611.87,102.52
ITEM-003042,ORD-007284,PROD-0493,5,982.76,12.25
ITEM-003043,ORD-009538,PROD-0414,3,459.25,48.04
ITEM-003044,ORD-010176,PROD-0804,2,2785.76,132.58
ITEM-003045,ORD-011847,PROD-0149,-2,543.27,14.99
ITEM-003046,ORD-003804,PROD-0575,4,2262.91,133.61
ITEM-003047,ORD-009781,PROD-0968,4,1188.27,45.68
ITEM-003048,ORD-005070,PROD-0296,5,767.95,112.94
ITEM-003049,ORD-011175,PROD-0865,2,1732.77,121.79
ITEM-003050,ORD-007040,PROD-0290,5,2721.49,115.08
ITEM-003051,ORD-011484,PROD-0741,2,225.21,43.51
ITEM-003052,ORD-013336,PROD-0708,4,1775.2,108.75
ITEM-003053,ORD-005622,PROD-0601,4,1572.17,24.56
ITEM-003054,ORD-011360,PROD-0055,2,733.98,136.18
ITEM-003055,ORD-007832,PROD-0076,4,224.08,110.15
ITEM-003056,ORD-002693,PROD-0721,5,202.16,9.0
ITEM-003057,ORD-000333,PROD-0877,3,81.36,56.64
ITEM-003058,ORD-004650,PROD-0914,3,,51.05
ITEM-003059,ORD-004401,PROD-0292,1,248.81,46.11
ITEM-003060,ORD-000261,PROD-0217,5,1753.44,75.71
ITEM-003061,ORD-013244,PROD-0193,5,1812.92,117.96
ITEM-003062,ORD-008649,PROD-0911,3,648.64,121.86
ITEM-003063,ORD-000037,PROD-0883,4,883.91,120.19
ITEM-003064,ORD-002580,PROD-0334,5,2102.01,74.31
ITEM-003065,ORD-006610,PROD-0970,4,2538.39,14.86
ITEM-003066,ORD-003894,PROD-0763,5,,66.2
ITEM-003067,ORD-009166,PROD-0608,4,,111.65
ITEM-003068,ORD-003584,PROD-0758,2,1159.43,45.63
ITEM-003069,ORD-002674,PROD-0667,3,161.29,141.58
ITEM-003070,ORD-008756,PROD-0444,2,1485.92,16.06
ITEM-003071,ORD-004723,PROD-1000,3,1953.36,78.54
ITEM-003072,ORD-005636,PROD-0898,5,2104.63,37.57
ITEM-003073,ORD-002737,PROD-0126,2,835.49,100.72
ITEM-003074,ORD-013119,PROD-0235,3,2629.54,94.67
ITEM-003075,ORD-005267,PROD-0491,1,1850.96,45.74
ITEM-003076,ORD-003655,PROD-0555,5,894.06,135.23
ITEM-003077,ORD-003883,PROD-0757,3,1033.98,69.57
ITEM-003078,ORD-003093,PROD-0190,5,1727.4,10.96
ITEM-003079,ORD-006161,PROD-0305,2,2545.09,131.84
ITEM-003080,ORD-005860,PROD-0791,5,1736.35,66.54
ITEM-003081,ORD-010463,PROD-0053,5,402.94,10.53
ITEM-003082,ORD-003827,PROD-0189,3,1458.51,108.66
ITEM-003083,ORD-010502,PROD-0064,2,2356.75,102.13
ITEM-003084,ORD-006906,PROD-0186,1,1088.67,149.25
ITEM-003085,ORD-013042,PROD-0635,5,2075.91,10.41
ITEM-003086,ORD-010209,PROD-0861,3,421.85,56.37
ITEM-003087,ORD-001914,PROD-0706,3,1563.14,69.15
ITEM-003088,ORD-005940,PROD-0197,3,2885.32,103.23
ITEM-003089,ORD-013153,PROD-0886,4,1660.42,8.0
ITEM-003090,ORD-002413,PROD-0430,4,1205.26,102.14
ITEM-003091,ORD-006581,PROD-0713,2,447.84,113.84
ITEM-003092,ORD-013840,PROD-0710,5,442.47,96.14
ITEM-003093,ORD-011003,PROD-0809,2,940.48,74.85
ITEM-003094,ORD-009232,PROD-0164,5,633.36,134.05
ITEM-003095,ORD-013662,PROD-0755,4,78.32,57.15
ITEM-003096,ORD-008747,PROD-0994,2,1480.08,127.32
ITEM-003097,ORD-014815,PROD-0676,5,629.56,26.22
ITEM-003098,ORD-013410,PROD-0004,2,258.74,62.2
ITEM-003099,ORD-001234,PROD-0793,1,385.44,85.91
ITEM-003100,ORD-009480,PROD-0757,1,1583.76,27.71
ITEM-003101,ORD-009712,PROD-0396,3,937.91,113.01
ITEM-003102,ORD-013659,PROD-0757,2,1932.15,49.19
ITEM-003103,ORD-009987,PROD-0358,1,2081.34,145.41
ITEM-003104,ORD-013963,PROD-0543,3,374.43,78.37
ITEM-003105,ORD-004456,PROD-0590,1,1237.12,118.5
ITEM-003106,ORD-008662,PROD-0021,2,1270.43,114.23
ITEM-003107,ORD-008457,PROD-0800,1,410.86,93.46
ITEM-003108,ORD-010512,PROD-0995,5,629.0,136.12
ITEM-003109,ORD-001152,PROD-0554,4,559.7,72.72
ITEM-003110,ORD-012436,PROD-0016,1,31.82,140.57
ITEM-003111,ORD-007769,PROD-0495,4,211.29,12.27
ITEM-003112,ORD-003127,PROD-0783,5,1037.8,115.04
ITEM-003113,ORD-012572,PROD-0535,1,2280.58,28.38
ITEM-003114,ORD-012829,PROD-0677,3,2994.42,34.41
ITEM-003115,ORD-001486,PROD-0688,1,2543.07,105.97
ITEM-003116,ORD-004970,PROD-0507,4,151.58,130.66
ITEM-003117,ORD-008512,PROD-0746,5,329.94,77.78
ITEM-003118,ORD-001632,PROD-0119,5,228.43,38.04
ITEM-003119,ORD-014327,PROD-0829,1,2398.3,42.89
ITEM-003120,ORD-014134,PROD-0964,1,1050.02,126.53
ITEM-003121,ORD-001141,PROD-0145,4,2504.69,106.47
ITEM-003122,ORD-007440,PROD-0098,3,868.51,113.75
ITEM-003123,ORD-003331,PROD-0904,3,2537.89,86.36
ITEM-003124,ORD-001947,PROD-0854,3,318.04,39.51
ITEM-003125,ORD-010020,PROD-0345,3,2113.63,145.29
ITEM-003126,ORD-009161,PROD-0295,4,960.82,115.93
ITEM-003127,ORD-005194,PROD-0114,5,283.34,136.73
ITEM-003128,ORD-006054,PROD-0633,3,851.15,64.73
ITEM-003129,ORD-014804,PROD-0919,1,639.32,112.88
ITEM-003130,ORD-004894,PROD-0949,4,1770.9,128.07
ITEM-003131,ORD-001579,PROD-0718,4,1339.89,13.62
ITEM-003132,ORD-003686,PROD-0693,5,906.83,137.94
ITEM-003133,ORD-005175,PROD-0789,3,1249.3,77.11
ITEM-003134,ORD-012100,PROD-0261,3,1262.57,46.22
ITEM-003135,ORD-000618,PROD-0765,2,,32.93
ITEM-003136,ORD-002297,PROD-0965,1,32.66,49.86
ITEM-003137,ORD-000114,PROD-0529,2,2284.54,134.48
ITEM-003138,ORD-000003,PROD-0168,2,557.64,68.81
ITEM-003139,ORD-014524,PROD-0900,1,563.77,6.91
ITEM-003140,ORD-002866,PROD-0210,2,160.6,14.46
ITEM-003141,ORD-012101,PROD-0648,4,186.57,138.49
ITEM-003142,ORD-010563,PROD-0325,4,2780.07,44.66
ITEM-003143,ORD-014763,PROD-0402,4,2662.75,141.28
ITEM-003144,ORD-005266,PROD-0345,2,130.41,51.95
ITEM-003145,ORD-013851,PROD-0477,2,1136.73,83.56
ITEM-003146,ORD-007878,PROD-0739,4,1946.26,142.16
ITEM-003147,ORD-009027,PROD-0172,3,1516.06,22.73
ITEM-003148,ORD-010835,PROD-0925,2,488.31,32.37
ITEM-003149,ORD-008630,PROD-0345,5,1311.03,82.23
ITEM-003150,ORD-013092,PROD-0603,2,392.16,59.39
ITEM-003151,ORD-008155,PROD-0515,3,1812.18,73.35
ITEM-003152,ORD-003305,PROD-0688,3,1839.69,90.91
ITEM-003153,ORD-006232,PROD-0123,2,2145.15,86.49
ITEM-003154,ORD-013134,PROD-0617,3,399.43,144.53
ITEM-003155,ORD-004266,PROD-0882,1,2770.25,134.33
ITEM-003156,ORD-006448,PROD-0999,4,1979.63,75.4
ITEM-003157,ORD-003515,PROD-0838,4,215.39,48.89
ITEM-003158,ORD-009879,PROD-0469,4,2804.74,19.23
ITEM-003159,ORD-012187,PROD-0014,4,2134.7,121.47
ITEM-003160,ORD-009285,PROD-0132,4,1566.16,94.65
ITEM-003161,ORD-013962,PROD-0779,5,22.82,42.87
ITEM-003162,ORD-001126,PROD-0814,2,130.45,94.17
ITEM-003163,ORD-010581,PROD-0781,5,636.89,148.78
ITEM-003164,ORD-012774,PROD-0311,1,465.28,124.05
ITEM-003165,ORD-013936,PROD-0744,2,2609.52,23.48
ITEM-003166,ORD-007370,PROD-0696,1,156.33,76.83
ITEM-003167,ORD-003797,PROD-0095,5,451.49,125.76
ITEM-003168,ORD-008414,PROD-0881,2,,24.51
ITEM-003169,ORD-003534,PROD-0360,3,2004.14,100.13
ITEM-003170,ORD-008679,PROD-0461,2,1831.71,135.82
ITEM-003171,ORD-013494,PROD-0373,-1,525.29,103.21
ITEM-003172,ORD-006262,PROD-0277,1,655.26,116.3
ITEM-003173,ORD-012368,PROD-0021,5,2422.51,142.51
ITEM-003174,ORD-002240,PROD-0982,2,923.42,14.91
ITEM-003175,ORD-014823,PROD-0158,4,2876.14,123.96
ITEM-003176,ORD-006419,PROD-0408,3,2312.43,139.47
ITEM-003177,ORD-002958,PROD-0818,0,1772.01,7.22
ITEM-003178,ORD-007346,PROD-0535,3,79.78,117.72
ITEM-003179,ORD-011462,PROD-0516,1,1142.58,95.85
ITEM-003180,ORD-000975,PROD-0048,4,256.91,143.29
ITEM-003181,ORD-006435,PROD-0684,4,780.35,106.47
ITEM-003182,ORD-010505,PROD-0961,2,2841.85,132.06
ITEM-003183,ORD-012999,PROD-0042,3,1345.14,107.38
ITEM-003184,ORD-009407,PROD-0554,3,739.84,27.96
ITEM-003185,ORD-004692,PROD-0780,4,2991.59,37.33
ITEM-003186,ORD-013296,PROD-0181,1,1486.0,137.43
ITEM-003187,ORD-002942,PROD-0627,3,2903.42,18.92
ITEM-003188,ORD-006712,PROD-0820,2,2970.06,38.09
ITEM-003189,ORD-000854,PROD-0505,4,258.62,43.94
ITEM-003190,ORD-009868,PROD-0157,4,1990.82,83.61
ITEM-003191,ORD-013687,PROD-0297,4,934.58,101.32
ITEM-003192,ORD-013143,PROD-0955,0,,40.78
ITEM-003193,ORD-014271,PROD-0124,4,365.34,91.38
ITEM-003194,ORD-006950,PROD-0453,3,1882.63,103.8
ITEM-003195,ORD-000726,PROD-0269,2,196.84,60.78
ITEM-003196,ORD-011641,PROD-0762,4,1674.32,24.01
ITEM-003197,ORD-010727,PROD-0830,2,1280.94,131.89
ITEM-003198,ORD-012708,PROD-0029,3,1973.32,35.5
ITEM-003199,ORD-010425,PROD-0389,3,1699.82,18.63
ITEM-003200,ORD-006507,PROD-0394,2,1841.84,36.42
ITEM-003201,ORD-005650,PROD-0621,5,641.05,100.04
ITEM-003202,ORD-010139,PROD-0569,3,1911.29,76.84
ITEM-003203,ORD-012003,PROD-0086,4,1432.66,131.05
ITEM-003204,ORD-004634,PROD-0362,4,1348.03,29.27
ITEM-003205,ORD-002941,PROD-0159,-2,926.98,107.47
ITEM-003206,ORD-000235,PROD-0270,4,1359.5,61.76
ITEM-003207,ORD-005282,PROD-0341,5,2955.93,122.35
ITEM-003208,ORD-005376,PROD-0225,5,2116.17,39.82
ITEM-003209,ORD-010960,PROD-0495,1,774.75,15.68
ITEM-003210,ORD-009715,PROD-0775,5,1080.58,31.52
ITEM-003211,ORD-004720,PROD-0358,2,339.67,115.33
ITEM-003212,ORD-003929,PROD-0512,1,1004.19,48.58
ITEM-003213,ORD-006610,PROD-0264,1,2111.62,47.89
ITEM-003214,ORD-004739,PROD-0734,5,494.71,114.4
ITEM-003215,ORD-012740,PROD-0502,4,1132.51,69.31
ITEM-003216,ORD-003596,PROD-0906,5,2209.43,115.32
ITEM-003217,ORD-009856,PROD-0063,2,2299.66,133.69
ITEM-003218,ORD-011034,PROD-0502,4,1594.94,41.63
ITEM-003219,ORD-001655,PROD-0156,3,33.31,78.99
ITEM-003220,ORD-013762,PROD-0140,4,414.0,133.23
ITEM-003221,ORD-000295,PROD-0727,5,1169.3,94.43
ITEM-003222,ORD-001194,PROD-0755,2,1062.6,119.98
ITEM-003223,ORD-004371,PROD-0188,1,2362.24,92.32
ITEM-003224,ORD-003946,PROD-0674,2,2811.26,12.69
ITEM-003225,ORD-011346,PROD-0885,3,198.55,79.68
ITEM-003226,ORD-005805,PROD-0321,4,518.45,129.38
ITEM-003227,ORD-010616,PROD-0080,5,2873.96,75.31
ITEM-003228,ORD-003159,PROD-0641,3,632.26,17.32
ITEM-003229,ORD-007401,PROD-0259,2,402.85,21.84
ITEM-003230,ORD-000389,PROD-0351,5,1800.75,15.62
ITEM-003231,ORD-014935,PROD-0677,5,135.52,31.34
ITEM-003232,ORD-009884,PROD-0915,2,244.06,110.31
ITEM-003233,ORD-014825,PROD-0863,3,2465.54,117.18
ITEM-003234,ORD-008975,PROD-0487,2,2117.78,29.68
ITEM-003235,ORD-004237,PROD-0788,3,174.06,141.25
ITEM-003236,ORD-004379,PROD-0642,3,98.41,64.6
ITEM-003237,ORD-008707,PROD-0584,5,2595.76,56.9
ITEM-003238,ORD-001797,PROD-0459,4,1480.97,78.08
ITEM-003239,ORD-014776,PROD-0805,3,1064.95,90.99
ITEM-003240,ORD-004117,PROD-0475,5,2182.99,85.68
ITEM-003241,ORD-012307,PROD-0086,2,509.42,48.17
ITEM-003242,ORD-010337,PROD-0369,4,401.09,110.66
ITEM-003243,ORD-005099,PROD-0294,3,895.94,87.32
ITEM-003244,ORD-007706,PROD-0122,5,1268.05,34.5
ITEM-003245,ORD-005239,PROD-0869,2,917.74,92.39
ITEM-003246,ORD-008308,PROD-0443,5,844.36,109.76
ITEM-003247,ORD-012642,PROD-0601,1,20.33,124.57
ITEM-003248,ORD-000586,PROD-0525,1,970.63,51.57
ITEM-003249,ORD-010104,PROD-0133,4,1039.18,115.45
ITEM-003250,ORD-001490,PROD-0830,5,935.37,9.13
ITEM-003251,ORD-012579,PROD-0542,3,108.13,99.71
ITEM-003252,ORD-012680,PROD-0906,4,2633.77,144.27
ITEM-003253,ORD-006725,PROD-0353,4,2753.27,26.94
ITEM-003254,ORD-010974,PROD-0697,3,2906.86,55.97
ITEM-003255,ORD-007400,PROD-0978,1,721.87,82.5
ITEM-003256,ORD-009833,PROD-0084,4,2280.31,122.31
ITEM-003257,ORD-012588,PROD-0701,1,2963.31,126.62
ITEM-003258,ORD-007039,PROD-0563,2,938.18,80.3
ITEM-003259,ORD-000820,PROD-0425,3,547.05,74.03
ITEM-003260,ORD-008082,PROD-0441,1,1358.46,123.18
ITEM-003261,ORD-000704,PROD-0050,4,1832.42,107.74
ITEM-003262,ORD-007157,PROD-0418,3,165.4,39.23
ITEM-003263,ORD-005782,PROD-0324,1,450.87,10.27
ITEM-003264,ORD-003630,PROD-0384,1,1594.43,103.97
ITEM-003265,ORD-006822,PROD-0692,3,2219.83,131.93
ITEM-003266,ORD-004452,PROD-0137,5,2188.35,27.39
ITEM-003267,ORD-010631,PROD-0409,2,253.34,56.57
