payment_id,order_id,payment_type,installments,amount
PAY-003481,ORD-001958,credit_card,8,7344.89
PAY-003482,ORD-006494,boleto,1,6972.58
PAY-003483,ORD-008867,credit_card,7,2458.28
PAY-003484,ORD-007249,credit_card,6,2056.5
PAY-003485,ORD-012556,voucher,1,318.03
PAY-003486,ORD-011534,boleto,1,6846.85
PAY-003487,ORD-013581,boleto,1,1187.05
PAY-003488,ORD-000452,boleto,1,5811.05
PAY-003489,ORD-003296,boleto,1,5890.98
PAY-003490,ORD-002361,voucher,1,2824.27
PAY-003491,ORD-005810,debit_card,1,2891.3
PAY-003492,ORD-006219,credit_card,12,4589.12
PAY-003493,ORD-008945,boleto,1,1846.98
PAY-003494,ORD-014321,credit_card,12,233.22
PAY-003495,ORD-002196,debit_card,1,3511.43
PAY-003496,ORD-014079,boleto,1,1453.25
PAY-003497,ORD-004480,voucher,1,483.97
PAY-003498,ORD-007307,boleto,1,5215.05
PAY-003499,ORD-000232,boleto,1,7538.13
PAY-003500,ORD-009957,debit_card,1,639.24
PAY-003501,ORD-001270,boleto,1,2688.11
PAY-003502,ORD-008250,debit_card,1,7768.11
PAY-003503,ORD-014502,debit_card,1,2622.17
PAY-003504,ORD-012972,boleto,1,1687.61
PAY-003505,ORD-005268,credit_card,8,6202.37
PAY-003506,ORD-014976,debit_card,1,7347.4
PAY-003507,ORD-009471,voucher,1,1470.98
PAY-003508,ORD-014462,voucher,1,837.1
PAY-003509,ORD-003132,debit_card,1,2535.99
PAY-003510,ORD-004862,credit_card,3,6623.07
PAY-003511,ORD-012871,credit_card,10,6942.15
PAY-003512,ORD-000458,credit_card,7,5178.65
PAY-003513,ORD-006431,debit_card,1,5341.04
PAY-003514,ORD-014673,voucher,1,6683.3
PAY-003515,ORD-012782,credit_card,5,2972.13
PAY-003516,ORD-008696,voucher,1,6241.71
PAY-003517,ORD-014844,boleto,1,2869.05
PAY-003518,ORD-007389,credit_card,2,3777.68
PAY-003519,ORD-000154,voucher,1,4926.59
PAY-003520,ORD-007670,credit_card,5,2626.52
PAY-003521,ORD-003229,credit_card,4,4662.61
PAY-003522,ORD-009995,voucher,1,2871.04
PAY-003523,ORD-005079,voucher,1,1925.3
PAY-003524,ORD-006121,debit_card,1,4956.21
PAY-003525,ORD-002992,debit_card,1,7164.4
PAY-003526,ORD-007010,boleto,1,7379.81
PAY-003527,ORD-007339,debit_card,1,2178.72
PAY-003528,ORD-008309,voucher,1,1213.68
PAY-003529,ORD-006840,bitcoin,1,7271.42
PAY-003530,ORD-009979,debit_card,1,2633.13
PAY-003531,ORD-011041,boleto,1,2025.74
PAY-003532,ORD-000873,boleto,1,3922.66
PAY-003533,ORD-000569,boleto,1,5416.09
PAY-003534,ORD-011600,debit_card,1,7407.13
PAY-003535,ORD-008114,credit_card,8,3684.58
PAY-003536,ORD-005521,voucher,1,5148.6
PAY-003537,ORD-004881,voucher,1,4534.42
PAY-003538,ORD-003375,boleto,1,2501.04
PAY-003539,ORD-012609,debit_card,1,707.01
PAY-003540,ORD-013346,boleto,1,6047.76
PAY-003541,ORD-011493,boleto,1,303.93
PAY-003542,ORD-006484,credit_card,12,5549.53
PAY-003543,ORD-006921,voucher,1,7165.55
PAY-003544,ORD-005517,credit_card,7,3606.67
PAY-003545,ORD-012516,voucher,1,5778.7
PAY-003546,ORD-007411,voucher,1,6578.07
PAY-003547,ORD-010218,boleto,1,2553.55
PAY-003548,ORD-002127,credit_card,7,1547.23
PAY-003549,ORD-010414,PIX,2,3322.97
PAY-003550,ORD-007519,debit_card,1,1349.01
PAY-003551,ORD-014931,voucher,1,7495.24
PAY-003552,ORD-005447,credit_card,1,3734.4
PAY-003553,ORD-006619,boleto,1,5811.07
PAY-003554,ORD-010046,debit_card,1,7272.36
PAY-003555,ORD-000606,credit_card,7,2828.99
PAY-003556,ORD-003651,boleto,1,6742.21
PAY-003557,ORD-005419,debit_card,1,163.39
PAY-003558,ORD-003386,debit_card,1,4360.41
PAY-003559,ORD-007236,voucher,1,896.0
PAY-003560,ORD-009768,boleto,1,2636.26
PAY-003561,ORD-013557,debit_card,1,7180.12
PAY-003562,ORD-001371,credit_card,10,7516.58
PAY-003563,ORD-006220,voucher,1,6099.71
PAY-003564,ORD-012007,credit_card,3,380.93
PAY-003565,ORD-005411,debit_card,1,951.51
PAY-003566,ORD-006066,debit_card,1,2786.26
PAY-003567,ORD-010909,boleto,1,3934.31
PAY-003568,ORD-008883,boleto,1,2448.31
PAY-003569,ORD-002469,credit_card,1,4590.82
PAY-003570,ORD-004477,voucher,1,1255.1
PAY-003571,ORD-007831,boleto,1,1478.16
PAY-003572,ORD-013469,credit_card,5,7427.38
PAY-003573,ORD-001822,debit_card,1,1949.48
PAY-003574,ORD-009976,boleto,1,3836.56
PAY-003575,ORD-009676,boleto,1,5646.15
PAY-003576,ORD-010477,debit_card,1,856.6
PAY-003577,ORD-009709,boleto,1,2866.28
PAY-003578,ORD-007395,credit_card,12,491.26
PAY-003579,ORD-007874,debit_card,1,-403.92
PAY-003580,ORD-006376,debit_card,1,7590.48
PAY-003581,ORD-000047,credit_card,7,7082.45
PAY-003582,ORD-011222,debit_card,1,1644.29
PAY-003583,ORD-009689,boleto,1,-443.39
PAY-003584,ORD-014473,voucher,1,130.94
PAY-003585,ORD-012861,voucher,1,6983.74
PAY-003586,ORD-007444,boleto,1,3448.19
PAY-003587,ORD-009794,debit_card,1,2866.86
PAY-003588,ORD-009313,bitcoin,1,2438.82
PAY-003589,ORD-007459,voucher,1,4616.2
PAY-003590,ORD-004639,voucher,1,353.8
PAY-003591,ORD-001306,credit_card,12,5368.58
PAY-003592,ORD-005463,voucher,1,3745.29
PAY-003593,ORD-014210,boleto,1,6398.89
PAY-003594,ORD-009117,debit_card,1,1955.57
PAY-003595,ORD-006239,voucher,,2440.57
PAY-003596,ORD-014165,credit_card,12,6670.1
PAY-003597,ORD-005257,voucher,1,7344.57
PAY-003598,ORD-004737,credit_card,12,7836.39
PAY-003599,ORD-004314,boleto,1,7193.86
PAY-003600,ORD-007360,boleto,1,7295.1
PAY-003601,ORD-013465,boleto,1,3647.15
PAY-003602,ORD-002940,voucher,1,6222.23
PAY-003603,ORD-004882,debit_card,1,3882.36
PAY-003604,ORD-012167,debit_card,1,4084.76
PAY-003605,ORD-000133,debit_card,1,3182.28
PAY-003606,ORD-014112,voucher,1,2883.89
PAY-003607,ORD-003300,boleto,1,5781.43
PAY-003608,ORD-000634,credit_card,6,2992.47
PAY-003609,ORD-009067,boleto,1,4329.79
PAY-003610,ORD-003571,credit_card,3,3346.36
PAY-003611,ORD-011936,debit_card,1,833.11
PAY-003612,ORD-007519,credit_card,4,7916.1
PAY-003613,ORD-013739,voucher,1,3810.64
PAY-003614,ORD-008702,boleto,1,1358.31
PAY-003615,ORD-007431,boleto,1,1838.96
PAY-003616,ORD-000477,credit_card,5,5973.5
PAY-003617,ORD-009044,debit_card,1,731.54
PAY-003618,ORD-014712,credit_card,3,1316.54
PAY-003619,ORD-013630,debit_card,1,2588.84
PAY-003620,ORD-003291,credit_card,3,659.96
PAY-003621,ORD-008406,credit_card,10,1238.65
PAY-003622,ORD-006548,credit_card,7,5371.63
PAY-003623,ORD-006242,boleto,1,233.89
PAY-003624,ORD-005126,debit_card,1,586.4
PAY-003625,ORD-007807,debit_card,1,2790.07
PAY-003626,ORD-012679,debit_card,1,2342.27
PAY-003627,ORD-005522,voucher,1,-276.12
PAY-003628,ORD-010865,voucher,1,3410.8
PAY-003629,ORD-007272,boleto,1,5370.24
PAY-003630,ORD-010451,boleto,1,786.11
PAY-003631,ORD-004805,voucher,1,2516.28
PAY-003632,ORD-000527,debit_card,1,4357.71
PAY-003633,ORD-002898,debit_card,1,594.97
PAY-003634,ORD-005016,debit_card,1,5187.82
PAY-003635,ORD-012295,voucher,1,6518.61
PAY-003636,ORD-001115,credit_card,8,5760.44
PAY-003637,ORD-006723,debit_card,1,228.11
PAY-003638,ORD-003011,boleto,1,3271.46
PAY-003639,ORD-010235,voucher,,3573.94
PAY-003640,ORD-002978,voucher,1,1462.79
PAY-003641,ORD-008247,credit_card,3,1826.9
PAY-003642,ORD-001628,voucher,1,2189.83
PAY-003643,ORD-005460,voucher,1,1872.56
PAY-003644,ORD-007381,boleto,1,746.38
PAY-003645,ORD-009823,voucher,1,5972.86
PAY-003646,ORD-005412,voucher,1,2874.98
PAY-003647,ORD-001327,debit_card,1,6710.68
PAY-003648,ORD-005129,debit_card,1,7897.96
PAY-003649,ORD-008492,debit_card,1,1496.99
PAY-003650,ORD-000288,credit_card,2,7383.01
PAY-003651,ORD-014842,credit_card,2,6790.69
PAY-003652,ORD-012678,voucher,1,182.88
PAY-003653,ORD-010241,debit_card,1,5954.04
PAY-003654,ORD-006304,boleto,1,3997.01
PAY-003655,ORD-011905,voucher,1,5474.82
PAY-003656,ORD-004856,voucher,1,6189.33
PAY-003657,ORD-002900,boleto,1,6240.32
PAY-003658,ORD-010605,credit_card,4,2424.52
PAY-003659,ORD-010711,boleto,1,1301.12
PAY-003660,ORD-007991,voucher,1,-456.65
PAY-003661,ORD-004697,boleto,1,1008.06
PAY-003662,ORD-012624,credit_card,6,1980.65
PAY-003663,ORD-010325,voucher,1,4887.14
PAY-003664,ORD-011685,debit_card,1,6038.91
PAY-003665,ORD-003243,voucher,,262.91
PAY-003666,ORD-005513,boleto,1,3251.2
PAY-003667,ORD-003322,boleto,1,3546.8
PAY-003668,ORD-005208,debit_card,1,5930.44
PAY-003669,ORD-009295,voucher,1,4448.08
PAY-003670,ORD-001798,debit_card,1,4506.41
PAY-003671,ORD-000817,voucher,1,7214.87
PAY-003672,ORD-013665,credit_card,7,4676.94
PAY-003673,ORD-001941,credit_card,6,5973.5
PAY-003674,ORD-014290,voucher,1,7781.22
PAY-003675,ORD-004567,boleto,1,1398.53
PAY-003676,ORD-014746,debit_card,1,7956.46
PAY-003677,ORD-006684,debit_card,1,3649.24
PAY-003678,ORD-009640,credit_card,8,6085.81
PAY-003679,ORD-002068,boleto,1,2126.75
PAY-003680,ORD-003558,voucher,1,2108.03
PAY-003681,ORD-013506,credit_card,1,7821.4
PAY-003682,ORD-007296,voucher,1,1931.9
PAY-003683,ORD-010112,voucher,1,2708.75
PAY-003684,ORD-006267,boleto,,7558.2
PAY-003685,ORD-013399,debit_card,1,6507.75
PAY-003686,ORD-010572,credit_card,10,6341.22
PAY-003687,ORD-006093,debit_card,1,71.87
PAY-003688,ORD-000440,debit_card,1,1166.72
PAY-003689,ORD-003027,boleto,1,1250.37
PAY-003690,ORD-001345,boleto,1,1085.15
PAY-003691,ORD-007660,debit_card,1,689.45
PAY-003692,ORD-002287,boleto,1,1235.47
PAY-003693,ORD-001548,boleto,1,3242.52
PAY-003694,ORD-014425,credit_card,11,18.27
PAY-003695,ORD-000901,debit_card,1,4060.0
PAY-003696,ORD-000772,voucher,1,6896.49
PAY-003697,ORD-014372,boleto,1,1733.76
PAY-003698,ORD-003476,credit_card,10,3727.3
PAY-003699,ORD-011900,debit_card,1,7458.21
PAY-003700,ORD-013292,voucher,1,1845.25
PAY-003701,ORD-009557,credit_card,9,3880.74
PAY-003702,ORD-010859,credit_card,8,6302.82
PAY-003703,ORD-012055,boleto,1,4370.03
PAY-003704,ORD-007752,boleto,1,2353.63
PAY-003705,ORD-002857,voucher,1,2051.38
PAY-003706,ORD-005289,boleto,1,1953.36
PAY-003707,ORD-004239,boleto,1,4838.0
PAY-003708,ORD-007638,credit_card,9,7292.44
PAY-003709,ORD-006187,voucher,1,6217.89
PAY-003710,ORD-006529,debit_card,1,2443.59
PAY-003711,ORD-001130,debit_card,1,2045.62
PAY-003712,ORD-004405,debit_card,1,1840.74
PAY-003713,ORD-014158,debit_card,1,3904.92
PAY-003714,ORD-000669,boleto,1,4276.09
PAY-003715,ORD-003169,boleto,1,3674.37
PAY-003716,ORD-012555,voucher,1,1568.43
PAY-003717,ORD-011930,boleto,1,7106.53
PAY-003718,ORD-013947,boleto,1,4918.98
PAY-003719,ORD-004655,credit_card,7,4953.02
PAY-003720,ORD-007516,credit_card,5,184.73
PAY-003721,ORD-005070,voucher,1,6885.2
PAY-003722,ORD-014391,credit_card,11,6155.05
PAY-003723,ORD-005643,voucher,1,7979.77
PAY-003724,ORD-001327,credit_card,9,7949.84
PAY-003725,ORD-000290,voucher,1,2166.29
PAY-003726,ORD-010372,credit_card,,5971.92
PAY-003727,ORD-000548,debit_card,1,3203.53
PAY-003728,ORD-011970,voucher,1,351.39
PAY-003729,ORD-014188,voucher,1,3814.43
PAY-003730,ORD-009847,,8,323.3
PAY-003731,ORD-010994,debit_card,1,3717.01
PAY-003732,ORD-002697,voucher,1,7630.97
PAY-003733,ORD-005578,voucher,1,3018.81
PAY-003734,ORD-006464,debit_card,1,4120.9
PAY-003735,ORD-009915,credit_card,11,1896.88
PAY-003736,ORD-000124,boleto,1,5099.45
PAY-003737,ORD-000829,voucher,1,1284.62
PAY-003738,ORD-009639,credit_card,12,4612.31
PAY-003739,ORD-002035,debit_card,1,2932.54
PAY-003740,ORD-005141,credit_card,1,5540.19
PAY-003741,ORD-000379,voucher,1,2094.92
PAY-003742,ORD-012916,boleto,1,3125.56
PAY-003743,ORD-000454,credit_card,9,5850.84
PAY-003744,ORD-009717,debit_card,1,58.92
PAY-003745,ORD-012112,debit_card,1,2380.56
PAY-003746,ORD-006217,debit_card,1,2803.6
PAY-003747,ORD-004377,voucher,1,5553.79
PAY-003748,ORD-007148,boleto,1,3100.73
PAY-003749,ORD-000327,debit_card,1,3011.0
PAY-003750,ORD-008590,credit_card,12,4138.81
PAY-003751,ORD-008425,boleto,1,3901.38
PAY-003752,ORD-006925,credit_card,4,4182.14
PAY-003753,ORD-005730,credit_card,2,5643.8
PAY-003754,ORD-001355,credit_card,10,514.42
PAY-003755,ORD-012978,credit_card,9,5450.99
PAY-003756,ORD-008427,credit_card,1,7397.6
PAY-003757,ORD-010227,boleto,1,6901.59
PAY-003758,ORD-000680,debit_card,1,4653.78
PAY-003759,ORD-001832,boleto,1,5869.2
PAY-003760,ORD-001630,voucher,1,416.53
PAY-003761,ORD-005817,debit_card,1,4237.81
PAY-003762,ORD-001860,credit_card,7,6476.67
PAY-003763,ORD-000672,credit_card,6,5231.46
PAY-003764,ORD-012440,debit_card,1,2477.44
PAY-003765,ORD-013502,debit_card,1,1355.74
PAY-003766,ORD-003572,boleto,1,7351.0
PAY-003767,ORD-014543,boleto,1,2427.77
PAY-003768,ORD-005765,voucher,1,5249.71
PAY-003769,ORD-009339,boleto,1,1850.84
PAY-003770,ORD-013787,boleto,1,7620.93
PAY-003771,ORD-006550,voucher,1,708.19
PAY-003772,ORD-006701,boleto,1,1677.14
PAY-003773,ORD-011410,credit_card,8,6751.54
PAY-003774,ORD-006272,voucher,1,1688.26
PAY-003775,ORD-001204,debit_card,1,7070.56
PAY-003776,ORD-014366,boleto,1,1307.53
PAY-003777,ORD-013349,credit_card,1,2946.72
PAY-003778,ORD-012006,debit_card,1,4676.09
PAY-003779,ORD-008280,debit_card,1,2821.67
PAY-003780,ORD-008370,credit_card,11,4210.96
PAY-003781,ORD-014954,debit_card,1,5737.3
PAY-003782,ORD-000380,voucher,1,5430.29
PAY-003783,ORD-000207,debit_card,1,6442.89
PAY-003784,ORD-008221,credit_card,7,7278.55
PAY-003785,ORD-001732,voucher,1,6107.86
PAY-003786,ORD-008903,credit_card,1,2344.57
PAY-003787,ORD-005966,boleto,1,4539.48
PAY-003788,ORD-001610,boleto,1,2329.3
PAY-003789,ORD-003220,debit_card,1,2870.26
PAY-003790,ORD-013868,credit_card,9,5952.89
PAY-003791,ORD-009862,,1,5228.95
PAY-003792,ORD-013749,boleto,1,6250.27
PAY-003793,ORD-003653,boleto,1,1330.77
PAY-003794,ORD-004598,voucher,1,1181.92
PAY-003795,ORD-004120,voucher,1,7664.65
PAY-003796,ORD-007543,boleto,1,3073.93
PAY-003797,ORD-010625,boleto,1,5836.57
PAY-003798,ORD-008824,credit_card,3,3470.07
PAY-003799,ORD-005783,credit_card,1,4669.24
PAY-003800,ORD-012658,debit_card,1,1590.07
PAY-003801,ORD-007002,debit_card,1,6763.53
PAY-003802,ORD-000209,voucher,1,5453.7
PAY-003803,ORD-011848,credit_card,6,5723.56
PAY-003804,ORD-007184,debit_card,1,-104.7
PAY-003805,ORD-013206,boleto,1,6472.9
PAY-003806,ORD-012187,voucher,1,2550.62
PAY-003807,ORD-010230,debit_card,1,3226.91
PAY-003808,ORD-009580,credit_card,12,4078.04
PAY-003809,ORD-007568,debit_card,1,5072.87
PAY-003810,ORD-010806,voucher,1,4640.5
PAY-003811,ORD-013177,debit_card,1,657.58
PAY-003812,ORD-009339,voucher,1,7656.09
PAY-003813,ORD-004234,credit_card,7,7856.15
PAY-003814,ORD-009092,voucher,1,7012.36
PAY-003815,ORD-000379,voucher,1,3691.99
PAY-003816,ORD-006374,boleto,1,7152.43
PAY-003817,ORD-002339,credit_card,7,5838.94
PAY-003818,ORD-000653,voucher,1,1520.7
PAY-003819,ORD-003742,boleto,1,7823.55
PAY-003820,ORD-011263,debit_card,1,5806.21
PAY-003821,ORD-003219,voucher,1,285.72
PAY-003822,ORD-013090,boleto,1,1939.77
PAY-003823,ORD-012666,voucher,1,7712.95
PAY-003824,ORD-003118,credit_card,9,6947.54
PAY-003825,ORD-006870,credit_card,1,2358.77
PAY-003826,ORD-008015,voucher,1,1951.32
PAY-003827,ORD-003834,voucher,1,2215.56
PAY-003828,ORD-011226,boleto,1,3482.41
PAY-003829,ORD-002257,debit_card,1,120.79
PAY-003830,ORD-009148,credit_card,1,-401.62
PAY-003831,ORD-005505,credit_card,3,1013.69
PAY-003832,ORD-014124,debit_card,1,4928.75
PAY-003833,ORD-001250,credit_card,4,5880.89
PAY-003834,ORD-009728,debit_card,1,6005.95
PAY-003835,ORD-014137,boleto,1,5740.02
PAY-003836,ORD-000500,debit_card,1,1633.64
PAY-003837,ORD-001840,boleto,1,5701.03
PAY-003838,ORD-013462,credit_card,6,5653.65
PAY-003839,ORD-011830,boleto,1,1253.82
PAY-003840,ORD-009301,debit_card,1,5990.75
PAY-003841,ORD-012969,debit_card,1,6281.03
PAY-003842,ORD-006063,debit_card,1,913.35
PAY-003843,ORD-008557,boleto,1,3817.16
PAY-003844,ORD-012853,debit_card,1,1519.38
PAY-003845,ORD-011083,boleto,1,3645.83
PAY-003846,ORD-001558,boleto,1,7865.55
PAY-003847,ORD-004310,debit_card,1,4339.21
PAY-003848,ORD-011381,debit_card,1,862.54
PAY-003849,ORD-009642,debit_card,1,4806.68
PAY-003850,ORD-010149,credit_card,8,2958.79
PAY-003851,ORD-014213,debit_card,1,3914.95
PAY-003852,ORD-005260,boleto,1,7676.8
PAY-003853,ORD-002993,debit_card,1,969.89
PAY-003854,ORD-014491,debit_card,1,5562.01
PAY-003855,ORD-014049,debit_card,1,3378.34
PAY-003856,ORD-002326,boleto,1,2326.5
PAY-003857,ORD-009710,debit_card,1,450.47
PAY-003858,ORD-006877,boleto,1,2636.5
PAY-003859,ORD-014100,credit_card,3,4819.19
PAY-003860,ORD-009304,debit_card,1,7810.87
PAY-003861,ORD-007944,,8,4277.88
PAY-003862,ORD-009888,debit_card,1,4674.63
PAY-003863,ORD-013284,voucher,1,4252.86
PAY-003864,ORD-013514,cash,1,7473.76
PAY-003865,ORD-009437,credit_card,10,3725.8
PAY-003866,ORD-007997,credit_card,7,-418.66
PAY-003867,ORD-007405,boleto,1,1885.86
PAY-003868,ORD-012710,credit_card,1,2425.74
PAY-003869,ORD-011210,boleto,1,2145.55
PAY-003870,ORD-014838,boleto,1,5190.2
PAY-003871,ORD-011044,boleto,1,1515.03
PAY-003872,ORD-010931,bitcoin,1,6781.83
PAY-003873,ORD-003443,debit_card,1,6839.37
PAY-003874,ORD-011553,boleto,1,2762.33
PAY-003875,ORD-005426,voucher,1,2930.35
PAY-003876,ORD-003718,debit_card,1,6525.16
PAY-003877,ORD-000644,voucher,1,1673.08
PAY-003878,ORD-003477,debit_card,1,4769.76
PAY-003879,ORD-005577,credit_card,12,5198.49
PAY-003880,ORD-009490,boleto,1,6408.36
PAY-003881,ORD-013206,,2,576.93
PAY-003882,ORD-012926,debit_card,1,686.99
PAY-003883,ORD-002333,boleto,1,732.38
PAY-003884,ORD-005473,boleto,1,6492.38
PAY-003885,ORD-008874,voucher,1,1165.25
PAY-003886,ORD-002326,boleto,1,3639.22
PAY-003887,ORD-001890,boleto,1,1543.8
PAY-003888,ORD-008500,debit_card,1,6489.88
PAY-003889,ORD-001861,credit_card,8,7979.85
PAY-003890,ORD-009748,boleto,1,3168.03
PAY-003891,ORD-009302,boleto,1,5112.94
PAY-003892,ORD-005303,voucher,1,1968.33
PAY-003893,ORD-000352,credit_card,1,3567.96
PAY-003894,ORD-006024,cash,1,1376.06
PAY-003895,ORD-001961,boleto,1,2257.46
PAY-003896,ORD-014310,credit_card,12,7662.75
PAY-003897,ORD-009569,voucher,1,1020.45
PAY-003898,ORD-012067,credit_card,10,3376.41
PAY-003899,ORD-013960,credit_card,5,461.29
PAY-003900,ORD-007307,credit_card,2,409.91
PAY-003901,ORD-002995,debit_card,1,2429.95
PAY-003902,ORD-007292,voucher,1,4065.32
PAY-003903,ORD-014107,debit_card,1,6773.9
PAY-003904,ORD-010107,credit_card,6,7179.81
PAY-003905,ORD-000273,voucher,1,6934.22
PAY-003906,ORD-001938,voucher,1,6337.74
PAY-003907,ORD-008930,debit_card,1,7476.31
PAY-003908,ORD-013823,voucher,1,1976.92
PAY-003909,ORD-013696,credit_card,3,3027.66
PAY-003910,ORD-008967,voucher,1,7274.35
PAY-003911,ORD-012798,debit_card,1,4948.65
PAY-003912,ORD-014439,boleto,1,3570.83
PAY-003913,ORD-006516,boleto,1,5102.22
PAY-003914,ORD-011248,credit_card,5,1027.86
PAY-003915,ORD-010728,boleto,1,266.3
PAY-003916,ORD-004505,credit_card,5,1897.41
PAY-003917,ORD-010073,credit_card,2,362.79
PAY-003918,ORD-006867,debit_card,1,7954.0
PAY-003919,ORD-001485,debit_card,1,2130.45
PAY-003920,ORD-001951,debit_card,1,7925.23
PAY-003921,ORD-009648,credit_card,10,2501.52
PAY-003922,ORD-009746,credit_card,7,7444.08
PAY-003923,ORD-008341,credit_card,10,6437.25
PAY-003924,ORD-008248,boleto,1,6221.36
PAY-003925,ORD-009528,boleto,1,3195.15
PAY-003926,ORD-008844,debit_card,1,7807.97
PAY-003927,ORD-005956,boleto,1,3454.63
PAY-003928,ORD-008235,voucher,1,7675.01
PAY-003929,ORD-002934,debit_card,1,2870.78
PAY-003930,ORD-001554,boleto,1,3765.58
PAY-003931,ORD-013921,boleto,,5407.62
PAY-003932,ORD-008260,boleto,1,7741.05
PAY-003933,ORD-005588,voucher,1,7596.29
PAY-003934,ORD-004913,credit_card,8,5756.91
PAY-003935,ORD-004603,boleto,1,507.57
PAY-003936,ORD-006378,debit_card,1,1981.87
PAY-003937,ORD-002086,debit_card,1,777.48
PAY-003938,ORD-004409,debit_card,1,2979.13
PAY-003939,ORD-013228,debit_card,1,4586.2
PAY-003940,ORD-013933,credit_card,4,4950.92
PAY-003941,ORD-007030,voucher,1,7755.07
PAY-003942,ORD-000733,debit_card,1,5135.05
PAY-003943,ORD-013792,credit_card,9,2162.75
PAY-003944,ORD-004503,credit_card,11,7232.75
PAY-003945,ORD-013320,voucher,1,2015.45
PAY-003946,ORD-014699,voucher,1,4118.32
PAY-003947,ORD-013292,boleto,1,5720.94
PAY-003948,ORD-012309,voucher,1,421.7
PAY-003949,ORD-000910,boleto,1,2997.46
PAY-003950,ORD-006883,debit_card,1,3544.3
PAY-003951,ORD-001148,boleto,1,2296.2
PAY-003952,ORD-014108,debit_card,1,5330.9
PAY-003953,ORD-011771,credit_card,4,7151.1
PAY-003954,ORD-005266,credit_card,8,2987.24
PAY-003955,ORD-003724,debit_card,1,3429.22
PAY-003956,ORD-006820,credit_card,5,5849.27
PAY-003957,ORD-014400,credit_card,10,3389.37
PAY-003958,ORD-008178,debit_card,1,5552.75
PAY-003959,ORD-004147,boleto,1,6757.57
PAY-003960,ORD-006760,boleto,1,2184.56
PAY-003961,ORD-011653,debit_card,1,3336.28
PAY-003962,ORD-003583,voucher,1,3692.15
PAY-003963,ORD-008309,boleto,1,380.86
PAY-003964,ORD-012740,debit_card,1,2577.13
PAY-003965,ORD-006479,voucher,1,4038.92
PAY-003966,ORD-001478,debit_card,1,1868.9
PAY-003967,ORD-003985,debit_card,1,469.49
PAY-003968,ORD-010574,voucher,1,839.43
PAY-003969,ORD-002989,boleto,1,3386.48
PAY-003970,ORD-002092,credit_card,1,3448.68
PAY-003971,ORD-002283,voucher,1,-190.14
PAY-003972,ORD-000390,boleto,1,7448.54
PAY-003973,ORD-001264,boleto,1,6408.75
PAY-003974,ORD-008460,credit_card,2,498.67
PAY-003975,ORD-004329,boleto,1,2024.26
PAY-003976,ORD-012241,boleto,1,7890.41
PAY-003977,ORD-003280,voucher,1,4987.32
PAY-003978,ORD-014845,debit_card,1,4959.33
PAY-003979,ORD-001050,voucher,1,2563.33
PAY-003980,ORD-004434,boleto,1,917.18
PAY-003981,ORD-010885,debit_card,1,-271.38
PAY-003982,ORD-014844,voucher,1,2253.83
PAY-003983,ORD-008889,debit_card,1,163.87
PAY-003984,ORD-007959,credit_card,12,5270.13
PAY-003985,ORD-012346,debit_card,1,3958.05
PAY-003986,ORD-003319,boleto,1,3782.22
PAY-003987,ORD-008827,boleto,1,2895.96
PAY-003988,ORD-014924,debit_card,1,6015.09
PAY-003989,ORD-001301,boleto,1,7144.3
PAY-003990,ORD-013656,boleto,1,379.94
PAY-003991,ORD-006320,boleto,1,5183.8
PAY-003992,ORD-007151,debit_card,1,1020.84
PAY-003993,ORD-004132,boleto,1,4969.75
PAY-003994,ORD-000697,credit_card,3,5243.03
PAY-003995,ORD-010387,credit_card,10,5975.4
PAY-003996,ORD-000431,credit_card,12,6198.64
PAY-003997,ORD-012380,voucher,1,395.7
PAY-003998,ORD-002767,boleto,1,1844.25
PAY-003999,ORD-004146,credit_card,5,1500.2
PAY-004000,ORD-005416,voucher,1,2688.42
PAY-004001,ORD-012604,boleto,1,6161.25
PAY-004002,ORD-011156,credit_card,12,2031.57
PAY-004003,ORD-009395,boleto,1,1484.31
PAY-004004,ORD-007273,boleto,1,1314.7
PAY-004005,ORD-006449,credit_card,8,3161.84
PAY-004006,ORD-009391,voucher,1,7880.77
PAY-004007,ORD-008102,debit_card,1,6866.56
PAY-004008,ORD-009938,voucher,1,4736.04
PAY-004009,ORD-007162,credit_card,12,6766.06
PAY-004010,ORD-001212,debit_card,1,514.85
PAY-004011,ORD-000603,credit_card,1,6841.09
PAY-004012,ORD-009689,boleto,1,4377.64
PAY-004013,ORD-013291,voucher,1,6760.74
PAY-004014,ORD-010685,debit_card,1,3267.54
PAY-004015,ORD-003539,voucher,1,7659.18
PAY-004016,ORD-005352,debit_card,1,3333.89
PAY-004017,ORD-002746,debit_card,1,7298.24
PAY-004018,ORD-005671,credit_card,11,3700.28
PAY-004019,ORD-010054,credit_card,11,3146.34
PAY-004020,ORD-012237,debit_card,1,3014.23
PAY-004021,ORD-012891,boleto,1,4916.5
PAY-004022,ORD-013919,voucher,1,57.34
PAY-004023,ORD-003553,boleto,1,5064.05
PAY-004024,ORD-000880,credit_card,2,-464.17
PAY-004025,ORD-004163,voucher,1,2671.33
PAY-004026,ORD-008255,credit_card,8,6196.72
PAY-004027,ORD-014467,boleto,1,1703.9
PAY-004028,ORD-010411,debit_card,1,2517.33
PAY-004029,ORD-000897,debit_card,1,268.09
PAY-004030,ORD-009876,debit_card,1,3325.29
PAY-004031,ORD-001476,boleto,1,3112.77
