review_id,order_id,score,title,comment,created_at
REV-001795,ORD-007471,3,Pesimo,Pesimo,2021-09-06 03:44:00
REV-001796,ORD-006091,5,Buena calidad,,2024-06-23 02:48:00
REV-001797,ORD-009122,2,Malo,Malo,2022-04-16 03:52:00
REV-001798,ORD-000963,4,Cumple expectativas,Cumple expectativas,2021-09-04 12:36:00
REV-001799,ORD-012290,1,Llego roto,,2023-10-15 11:30:00
REV-001800,ORD-924692,5,Excelente producto,,2024-06-05 02:02:00
REV-001801,ORD-009701,1,Regular,Regular,2021-09-03 15:20:00
REV-001802,ORD-003262,2,Regular,Regular,2024-01-29 06:01:00
REV-001803,ORD-014969,2,Regular,,2022-07-28 10:27:00
REV-001804,ORD-008729,1,Recomendado,Recomendado,2021-03-09 17:27:00
REV-001805,ORD-002820,2,Muy bueno,,2022-04-18 01:20:00
REV-001806,ORD-009212,4,Malo,Malo,2023-08-28 11:34:00
REV-001807,ORD-005805,4,Llego roto,Llego roto,2022-05-13 12:36:00
REV-001808,ORD-936603,2,Excelente producto,Excelente producto,2022-02-14 07:15:00
REV-001809,ORD-002820,3,Regular,Regular,2023-10-27 01:16:00
REV-001810,ORD-003063,3,Pesimo,Pesimo,2022-02-19 09:43:00
REV-001811,ORD-010875,3,Pesimo,Pesimo,2022-09-06 14:48:00
REV-001812,ORD-011315,4,Recomendado,,2024-03-11 13:01:00
REV-001813,ORD-000120,2,Mejor de lo esperado,,2023-08-15 14:06:00
REV-001814,ORD-002904,4,,,2021-06-14 17:46:00
REV-001815,ORD-009266,1,Recomendado,Recomendado,2021-05-21 19:25:00
REV-001816,ORD-008950,5,Recomendado,,2024-01-10 09:40:00
REV-001817,ORD-011972,4,Recomendado,,2021-11-04 17:31:00
REV-001818,ORD-001954,5,Buena calidad,,2022-01-09 07:53:00
REV-001819,ORD-012590,1,Buena calidad,,2022-06-10 11:53:00
REV-001820,ORD-004306,2,Recomendado,Recomendado,2022-12-05 04:17:00
REV-001821,ORD-008995,4,Mejor de lo esperado,,2023-07-08 23:14:00
REV-001822,ORD-009287,4,Muy bueno,Muy bueno,2022-02-10 00:50:00
REV-001823,ORD-007602,3,Excelente producto,Excelente producto,2022-03-08 09:52:00
REV-001824,ORD-011283,5,Buena calidad,,2023-07-10 17:28:00
REV-001825,ORD-938130,5,Cumple expectativas,Cumple expectativas,2024-04-23 03:29:00
REV-001826,ORD-008710,2,Recomendado,Recomendado,2021-07-27 12:49:00
REV-001827,ORD-006833,4,Buena calidad,,2024-05-05 17:30:00
REV-001828,ORD-013577,2,Pesimo,,2024-01-17 18:17:00
REV-001829,ORD-007364,5,Excelente producto,Excelente producto,2021-05-07 04:01:00
REV-001830,ORD-013172,1,Malo,Malo,2024-02-19 07:59:00
REV-001831,ORD-011563,1,Muy bueno,,2023-11-23 22:01:00
REV-001832,ORD-013294,5,Pesimo,Pesimo,2023-08-17 08:30:00
REV-001833,ORD-005103,4,,,2022-03-02 14:34:00
REV-001834,ORD-005439,4,,,2021-08-30 13:48:00
REV-001835,ORD-013000,5,Pesimo,Pesimo,2023-02-05 06:02:00
REV-001836,ORD-013982,3,Buena calidad,Buena calidad,2022-02-13 14:16:00
REV-001837,ORD-013629,4,Mejor de lo esperado,Mejor de lo esperado,2024-03-31 23:57:00
REV-001838,ORD-005601,2,OK,,2021-02-01 10:57:00
REV-001839,ORD-010963,2,Cumple expectativas,,2024-06-13 18:37:00
REV-001840,ORD-004136,1,Mejor de lo esperado,Mejor de lo esperado,2023-10-14 00:38:00
REV-001841,ORD-011875,1,Regular,Regular,2023-07-22 06:58:00
REV-001842,ORD-009918,5,Muy bueno,Muy bueno,2023-09-21 11:37:00
REV-001843,ORD-011896,4,Excelente producto,,2023-11-20 15:41:00
REV-001844,ORD-947669,3,Pesimo,,2021-12-19 16:32:00
REV-001845,ORD-012391,5,Recomendado,Recomendado,2022-12-09 15:52:00
REV-001846,ORD-008105,4,Cumple expectativas,Cumple expectativas,2024-04-22 19:13:00
REV-001847,ORD-004638,4,Pesimo,,2022-02-21 11:24:00
REV-001848,ORD-006169,2,Cumple expectativas,Cumple expectativas,2022-08-10 05:15:00
REV-001849,ORD-013054,5,OK,OK,2022-01-20 03:27:00
REV-001850,ORD-004626,4,OK,OK,2022-09-09 05:24:00
REV-001851,ORD-008513,5,No lo recomiendo,No lo recomiendo,2024-03-14 05:05:00
REV-001852,ORD-005259,4,Muy bueno,,2021-03-15 18:51:00
REV-001853,ORD-013955,4,Regular,Regular,2023-11-12 12:49:00
REV-001854,ORD-012788,5,Mejor de lo esperado,Mejor de lo esperado,2023-02-23 22:17:00
REV-001855,ORD-008865,3,Llego roto,Llego roto,2022-10-03 08:20:00
REV-001856,ORD-011007,3,Excelente producto,Excelente producto,2022-03-10 13:34:00
REV-001857,ORD-005481,2,Malo,Malo,2021-05-06 21:28:00
REV-001858,ORD-001150,5,Excelente producto,Excelente producto,2022-09-11 04:05:00
REV-001859,ORD-004422,5,Mejor de lo esperado,Mejor de lo esperado,2023-01-25 17:22:00
REV-001860,ORD-013804,4,Regular,,2024-05-03 12:50:00
REV-001861,ORD-007925,3,Muy bueno,,2023-07-22 19:42:00
REV-001862,ORD-013309,4,Cumple expectativas,Cumple expectativas,2022-10-26 12:51:00
REV-001863,ORD-010918,3,OK,,2021-03-15 14:43:00
REV-001864,ORD-004289,2,Malo,,2023-02-23 22:33:00
REV-001865,ORD-002578,1,Llego roto,Llego roto,2022-09-16 17:53:00
REV-001866,ORD-009196,4,Excelente producto,,2022-12-22 04:34:00
REV-001867,ORD-007388,5,Buena calidad,Buena calidad,2021-08-02 00:57:00
REV-001868,ORD-001171,2,Pesimo,,2022-03-30 06:38:00
REV-001869,ORD-011529,4,Cumple expectativas,Cumple expectativas,2023-11-19 04:13:00
REV-001870,ORD-010798,2,OK,OK,2023-09-12 17:07:00
REV-001871,ORD-009816,5,,,2023-03-17 11:33:00
REV-001872,ORD-000455,1,Cumple expectativas,,2022-03-01 05:32:00
REV-001873,ORD-000505,3,Excelente producto,Excelente producto,2021-10-17 14:25:00
REV-001874,ORD-014784,4,Malo,Malo,2021-09-24 23:40:00
REV-001875,ORD-012750,2,Malo,Malo,2022-06-25 02:36:00
REV-001876,ORD-000377,4,OK,OK,2023-06-05 12:52:00
REV-001877,ORD-002450,5,Muy bueno,,2023-05-10 01:01:00
REV-001878,ORD-003106,5,Mejor de lo esperado,,2023-09-27 08:21:00
REV-001879,ORD-004897,1,Regular,Regular,2021-10-02 10:25:00
REV-001880,ORD-008910,3,Recomendado,,2021-12-09 18:37:00
REV-001881,ORD-014305,,Malo,Malo,2021-11-14 15:20:00
REV-001882,ORD-007780,3,Excelente producto,Excelente producto,2024-01-16 19:55:00
REV-001883,ORD-006974,5,Llego roto,Llego roto,2021-05-01 02:10:00
REV-001884,ORD-010145,2,Malo,Malo,2024-01-31 21:23:00
REV-001885,ORD-014177,5,Recomendado,Recomendado,2023-03-18 20:02:00
REV-001886,ORD-000444,2,Pesimo,,2022-05-08 05:41:00
REV-001887,ORD-004672,2,Llego roto,Llego roto,2021-09-18 02:13:00
REV-001888,ORD-005099,4,OK,OK,2021-06-21 12:18:00
REV-001889,ORD-001668,2,,,2024-02-19 05:49:00
REV-001890,ORD-014336,4,Recomendado,Recomendado,2022-07-29 13:01:00
REV-001891,ORD-011041,3,Buena calidad,Buena calidad,2022-12-19 15:59:00
REV-001892,ORD-007864,3,Cumple expectativas,Cumple expectativas,2024-03-24 06:25:00
REV-001893,ORD-012723,4,Recomendado,,2024-06-02 13:25:00
REV-001894,ORD-958616,2,Excelente producto,Excelente producto,2024-03-04 11:46:00
REV-001895,ORD-007002,3,Llego roto,Llego roto,2021-03-06 21:16:00
REV-001896,ORD-000879,2,Regular,Regular,2023-04-15 00:05:00
REV-001897,ORD-010260,2,Mejor de lo esperado,Mejor de lo esperado,2021-06-05 10:48:00
REV-001898,ORD-006567,1,Excelente producto,Excelente producto,2022-04-28 03:36:00
REV-001899,ORD-008941,2,OK,,2023-12-29 09:15:00
REV-001900,ORD-012202,2,OK,,2024-06-17 20:55:00
REV-001901,ORD-014196,4,Llego roto,Llego roto,2023-01-29 20:12:00
REV-001902,ORD-005569,4,Excelente producto,Excelente producto,2022-01-18 22:41:00
REV-001903,ORD-012445,4,Mejor de lo esperado,,2022-03-06 09:02:00
REV-001904,ORD-001109,3,Muy bueno,,2022-01-03 00:21:00
REV-001905,ORD-921197,3,Mejor de lo esperado,,2022-10-29 01:47:00
REV-001906,ORD-006422,5,Malo,Malo,2022-03-01 08:57:00
REV-001907,ORD-004503,1,Llego roto,,2022-07-19 03:45:00
REV-001908,ORD-945661,4,OK,OK,2021-06-07 03:48:00
REV-001909,ORD-008597,1,OK,,2023-09-02 10:48:00
REV-001910,ORD-013021,2,Malo,Malo,2023-07-25 13:50:00
REV-001911,ORD-010921,2,Cumple expectativas,,2024-02-26 19:49:00
REV-001912,ORD-000609,2,Muy bueno,,2022-04-04 00:51:00
REV-001913,ORD-014008,1,,,2023-06-15 22:16:00
REV-001914,ORD-009989,3,Excelente producto,Excelente producto,2022-11-22 17:09:00
REV-001915,ORD-008853,-1,No lo recomiendo,No lo recomiendo,2023-11-16 09:36:00
REV-001916,ORD-014714,4,Cumple expectativas,Cumple expectativas,2021-07-05 07:13:00
REV-001917,ORD-008514,4,Mejor de lo esperado,,2021-08-06 06:59:00
REV-001918,ORD-008484,3,Muy bueno,Muy bueno,2023-08-03 06:45:00
REV-001919,ORD-000091,4,Regular,Regular,2023-03-27 21:06:00
REV-001920,ORD-011742,1,Regular,,2023-03-11 17:11:00
REV-001921,ORD-000481,3,Cumple expectativas,Cumple expectativas,2023-11-30 17:42:00
REV-001922,ORD-004942,3,Muy bueno,,2021-12-22 20:48:00
REV-001923,ORD-000850,2,Muy bueno,Muy bueno,2022-02-05 13:53:00
REV-001924,ORD-004141,2,Muy bueno,Muy bueno,2023-02-14 07:22:00
REV-001925,ORD-014570,3,Recomendado,Recomendado,2024-04-24 01:49:00
REV-001926,ORD-014138,3,Buena calidad,Buena calidad,2021-02-19 11:36:00
REV-001927,ORD-013253,5,OK,,2024-03-12 17:24:00
REV-001928,ORD-001350,3,No lo recomiendo,,2024-04-27 01:42:00
REV-001929,ORD-010592,1,OK,OK,2021-03-31 18:19:00
REV-001930,ORD-002333,2,Llego roto,,2023-03-08 02:17:00
REV-001931,ORD-007467,2,OK,,2023-04-22 15:08:00
REV-001932,ORD-014357,2,Buena calidad,Buena calidad,2022-07-31 07:22:00
REV-001933,ORD-004455,5,Pesimo,Pesimo,2024-03-31 11:02:00
REV-001934,ORD-001249,3,,,2021-07-14 16:03:00
REV-001935,ORD-011917,5,Recomendado,Recomendado,2021-10-08 10:57:00
REV-001936,ORD-005857,1,Cumple expectativas,Cumple expectativas,2023-03-20 21:15:00
REV-001937,ORD-010041,5,No lo recomiendo,No lo recomiendo,2022-02-11 10:08:00
REV-001938,ORD-007148,5,Excelente producto,Excelente producto,2022-03-15 16:06:00
REV-001939,ORD-007628,4,Muy bueno,,2022-03-11 05:29:00
REV-001940,ORD-009908,5,Excelente producto,,2023-06-30 22:23:00
REV-001941,ORD-011470,3,Malo,Malo,2023-08-13 22:22:00
REV-001942,ORD-014663,2,Cumple expectativas,,2021-03-26 02:48:00
REV-001943,ORD-006719,2,Recomendado,Recomendado,2021-05-31 12:41:00
REV-001944,ORD-001696,5,Excelente producto,,2023-03-18 14:14:00
REV-001945,ORD-011415,1,,,2022-07-03 09:43:00
REV-001946,ORD-007312,3,No lo recomiendo,No lo recomiendo,2022-07-12 06:05:00
REV-001947,ORD-009852,3,Llego roto,,2023-11-25 12:53:00
REV-001948,ORD-000056,5,Cumple expectativas,,2023-05-25 23:28:00
REV-001949,ORD-013398,2,Mejor de lo esperado,,2024-01-13 09:38:00
REV-001950,ORD-007128,4,No lo recomiendo,No lo recomiendo,2023-06-18 06:02:00
REV-001951,ORD-005098,1,Regular,Regular,2022-08-26 11:21:00
REV-001952,ORD-002595,1,,,2023-07-31 10:25:00
REV-001953,ORD-013472,1,Pesimo,Pesimo,2021-06-09 04:14:00
REV-001954,ORD-001483,2,Pesimo,Pesimo,2022-05-02 03:31:00
REV-001955,ORD-012506,4,Pesimo,Pesimo,2024-01-24 03:59:00
REV-001956,ORD-001644,2,No lo recomiendo,No lo recomiendo,2022-09-29 20:08:00
REV-001957,ORD-013540,3,Buena calidad,,2021-08-22 18:20:00
REV-001958,ORD-003734,3,No lo recomiendo,,2022-03-20 05:34:00
REV-001959,ORD-006171,1,Llego roto,Llego roto,2023-04-08 13:24:00
REV-001960,ORD-002910,1,Cumple expectativas,,2024-06-18 20:29:00
REV-001961,ORD-002445,3,Excelente producto,,2021-12-21 12:39:00
REV-001962,ORD-005413,5,Excelente producto,Excelente producto,2022-11-17 18:17:00
REV-001963,ORD-006622,2,Regular,Regular,2022-02-10 07:44:00
REV-001964,ORD-003611,3,Malo,Malo,2022-01-15 05:14:00
REV-001965,ORD-007073,2,Regular,,2022-10-01 16:16:00
REV-001966,ORD-010381,2,Muy bueno,,2022-01-12 02:47:00
REV-001967,ORD-009695,3,Buena calidad,Buena calidad,2021-04-06 05:26:00
REV-001968,ORD-009737,1,OK,,2022-06-03 09:40:00
REV-001969,ORD-002130,1,,,2021-10-10 06:06:00
REV-000087,ORD-009770,2,OK,OK,2023-07-21 06:24:00
REV-001971,ORD-009159,3,Mejor de lo esperado,Mejor de lo esperado,2022-05-12 06:33:00
REV-001972,ORD-008756,4,Mejor de lo esperado,,2024-04-25 16:17:00
REV-001973,ORD-002107,2,OK,,2022-07-25 01:47:00
REV-001974,ORD-003698,4,OK,,2024-01-09 06:59:00
REV-001975,ORD-001798,2,Pesimo,Pesimo,2023-01-25 20:26:00
REV-001976,ORD-005342,4,,,2022-10-12 01:49:00
REV-001977,ORD-010923,1,OK,OK,2021-10-28 02:32:00
REV-001978,ORD-003712,1,OK,,2023-01-29 00:30:00
REV-001979,ORD-001028,5,Mejor de lo esperado,Mejor de lo esperado,2024-02-14 12:19:00
REV-001980,ORD-955191,2,Malo,Malo,2021-05-05 21:45:00
REV-001981,ORD-012975,3,Cumple expectativas,Cumple expectativas,2021-11-24 23:08:00
REV-001982,ORD-008400,2,Llego roto,,2022-02-01 02:30:00
REV-001983,ORD-013416,10,,,2023-05-10 04:43:00
REV-001984,ORD-008062,3,Recomendado,Recomendado,2022-05-04 19:03:00
REV-001985,ORD-010979,5,Buena calidad,Buena calidad,2022-05-15 02:52:00
REV-001986,ORD-000663,4,Cumple expectativas,,2024-02-10 01:32:00
REV-001987,ORD-012035,5,Buena calidad,,2021-10-06 06:51:00
REV-001988,ORD-002016,3,Recomendado,Recomendado,2021-08-02 18:08:00
REV-001989,ORD-014105,2,Cumple expectativas,,2023-07-11 13:02:00
REV-001990,ORD-012443,3,Mejor de lo esperado,,2022-09-03 05:41:00
REV-001991,ORD-013496,5,Mejor de lo esperado,,2023-01-02 20:18:00
REV-001992,ORD-004150,1,Regular,Regular,2022-08-20 07:05:00
REV-001993,ORD-979347,1,Muy bueno,Muy bueno,2023-01-11 17:00:00
REV-001994,ORD-012970,4,Recomendado,Recomendado,2023-11-13 21:43:00
REV-001995,ORD-014739,2,Cumple expectativas,Cumple expectativas,2023-09-01 00:15:00
REV-001996,ORD-003499,4,,,2021-06-02 20:25:00
REV-001997,ORD-008460,4,Mejor de lo esperado,,2023-07-24 00:55:00
REV-001998,ORD-960301,1,Pesimo,Pesimo,2024-05-30 02:16:00
REV-001999,ORD-010379,5,Regular,,2022-01-30 22:22:00
REV-002000,ORD-014678,5,,,2024-05-04 01:32:00
REV-002001,ORD-014472,2,Malo,Malo,2022-08-27 21:57:00
REV-002002,ORD-002134,2,,,2023-05-25 23:08:00
REV-002003,ORD-013138,1,Malo,Malo,2022-03-28 08:44:00
REV-002004,ORD-932336,4,Malo,,2022-04-21 13:46:00
REV-002005,ORD-010504,2,Regular,,2022-11-26 13:02:00
REV-002006,ORD-006187,5,OK,OK,2022-08-17 15:51:00
REV-002007,ORD-014426,2,OK,,2024-06-28 14:28:00
REV-002008,ORD-007949,5,,,2023-12-06 12:12:00
REV-002009,ORD-012953,3,Malo,,2023-03-30 06:10:00
REV-002010,ORD-004509,2,Muy bueno,,2024-02-02 18:35:00
REV-002011,ORD-014009,4,Regular,Regular,2024-05-11 06:34:00
REV-002012,ORD-013569,3,Mejor de lo esperado,Mejor de lo esperado,2023-09-06 10:12:00
REV-002013,ORD-011961,1,Regular,Regular,2023-05-04 16:01:00
REV-002014,ORD-004658,2,Muy bueno,,2024-03-11 23:53:00
REV-002015,ORD-013977,1,Llego roto,Llego roto,2023-09-06 19:41:00
REV-002016,ORD-000880,5,Mejor de lo esperado,Mejor de lo esperado,2023-10-26 15:46:00
REV-002017,ORD-013109,5,,,2023-01-01 13:20:00
REV-002018,ORD-004218,2,Excelente producto,,2023-04-05 09:30:00
REV-002019,ORD-001367,5,No lo recomiendo,No lo recomiendo,2021-11-07 13:07:00
REV-002020,ORD-003883,1,OK,,2023-03-29 18:23:00
REV-002021,ORD-010405,4,Regular,,2024-03-17 07:39:00
REV-002022,ORD-010461,2,Regular,Regular,2023-03-14 23:05:00
REV-002023,ORD-013636,3,Recomendado,Recomendado,2022-07-03 09:41:00
REV-002024,ORD-002346,5,Llego roto,Llego roto,2022-03-13 08:47:00
REV-002025,ORD-011188,5,,,2023-01-03 22:45:00
REV-002026,ORD-001263,5,,,2023-04-28 12:37:00
REV-002027,ORD-003727,4,Recomendado,Recomendado,2021-07-26 00:33:00
REV-002028,ORD-007063,2,Buena calidad,,2022-05-20 07:32:00
REV-002029,ORD-006379,5,,,2024-06-12 20:57:00
REV-002030,ORD-005222,5,Malo,Malo,2023-10-10 11:21:00
REV-002031,ORD-007025,3,Excelente producto,Excelente producto,2023-03-02 04:27:00
REV-002032,ORD-012679,3,Cumple expectativas,Cumple expectativas,2023-09-22 09:11:00
REV-002033,ORD-008851,5,Muy bueno,Muy bueno,2021-12-27 16:08:00
REV-002034,ORD-005756,2,Mejor de lo esperado,,2022-09-30 08:49:00
REV-002035,ORD-007314,1,Recomendado,,2021-10-07 17:42:00
REV-002036,ORD-013548,5,Mejor de lo esperado,,2022-05-28 12:24:00
REV-002037,ORD-001360,5,Muy bueno,Muy bueno,2022-04-22 03:29:00
REV-002038,ORD-007516,2,Cumple expectativas,Cumple expectativas,2021-11-27 12:53:00
REV-002039,ORD-000384,3,Malo,,2023-04-04 04:31:00
REV-002040,ORD-003888,3,Excelente producto,,2024-06-16 05:31:00
REV-002041,ORD-009581,2,Cumple expectativas,,2024-02-25 12:18:00
REV-002042,ORD-000451,,Cumple expectativas,,2022-02-22 02:01:00
REV-002043,ORD-011357,4,OK,OK,2023-05-09 01:36:00
REV-002044,ORD-001600,1,Buena calidad,Buena calidad,2024-04-09 15:36:00
REV-002045,ORD-010490,3,Regular,,2021-02-26 06:44:00
REV-002046,ORD-009083,4,No lo recomiendo,,2022-06-03 17:27:00
REV-002047,ORD-014715,2,,,2021-02-21 00:03:00
REV-002048,ORD-005799,2,Malo,,2022-09-28 03:17:00
REV-002049,ORD-005767,2,Malo,Malo,2022-12-12 05:54:00
REV-002050,ORD-007853,4,,,2021-12-16 01:46:00
REV-002051,ORD-004116,1,Cumple expectativas,Cumple expectativas,2024-05-30 08:52:00
REV-002052,ORD-001103,3,Mejor de lo esperado,,2024-02-11 04:47:00
REV-002053,ORD-008534,1,Excelente producto,Excelente producto,2024-02-29 10:03:00
REV-002054,ORD-007124,5,No lo recomiendo,,2024-04-30 21:38:00
REV-002055,ORD-004508,5,No lo recomiendo,No lo recomiendo,2023-08-13 21:37:00
REV-002056,ORD-007389,2,Recomendado,,2022-11-29 19:07:00
REV-002057,ORD-014694,1,Llego roto,,2024-02-29 11:00:00
REV-002058,ORD-011488,3,,,2024-01-29 19:40:00
REV-002059,ORD-008459,2,Pesimo,Pesimo,2022-04-08 23:08:00
REV-002060,ORD-013360,3,Excelente producto,,2021-04-07 00:29:00
REV-002061,ORD-005462,5,Recomendado,,2023-06-21 05:17:00
REV-002062,ORD-014722,2,Pesimo,,2022-08-31 03:02:00
REV-002063,ORD-002230,2,OK,OK,2022-08-16 06:31:00
REV-002064,ORD-000293,5,Buena calidad,,2022-01-15 18:56:00
REV-002065,ORD-006338,5,Buena calidad,Buena calidad,2024-03-31 16:03:00
REV-002066,ORD-003612,2,Pesimo,,2022-07-17 00:57:00
REV-002067,ORD-012904,4,Mejor de lo esperado,,2022-03-07 19:19:00
REV-002068,ORD-002041,2,Cumple expectativas,Cumple expectativas,2023-04-12 06:33:00
REV-002069,ORD-002115,3,Llego roto,,2023-09-23 17:37:00
REV-002070,ORD-013867,3,,,2024-05-14 16:12:00
REV-002071,ORD-000379,1,,,2023-03-13 23:45:00
REV-002072,ORD-001063,1,OK,OK,2024-05-22 07:10:00
REV-002073,ORD-002200,1,Mejor de lo esperado,Mejor de lo esperado,2022-09-21 18:25:00
REV-002074,ORD-006552,3,Muy bueno,Muy bueno,2021-07-22 08:05:00
REV-002075,ORD-004189,5,Regular,Regular,2023-10-07 17:50:00
REV-002076,ORD-010568,1,Mejor de lo esperado,,2024-03-15 03:40:00
REV-002077,ORD-004534,3,,,2022-10-30 06:19:00
REV-002078,ORD-001407,3,,,2023-10-31 20:23:00
REV-002079,ORD-014817,3,OK,OK,2021-07-15 09:13:00
REV-002080,ORD-001871,1,Mejor de lo esperado,Mejor de lo esperado,2021-11-27 04:57:00
REV-002081,ORD-009648,5,Muy bueno,,2024-06-05 21:07:00
REV-002082,ORD-007670,1,Excelente producto,Excelente producto,2024-06-10 13:40:00
REV-002083,ORD-000230,2,Mejor de lo esperado,Mejor de lo esperado,2021-11-17 16:11:00
REV-002084,ORD-010593,2,Recomendado,,2022-03-02 06:39:00
REV-002085,ORD-001444,2,Cumple expectativas,Cumple expectativas,2022-10-09 10:42:00
REV-002086,ORD-005821,5,Regular,Regular,2024-05-28 09:22:00
REV-002087,ORD-010663,2,,,2023-07-19 08:40:00
REV-002088,ORD-009672,4,Llego roto,Llego roto,2023-11-08 10:21:00
REV-002089,ORD-009187,2,,,2024-01-12 23:30:00
REV-002090,ORD-001563,1,,,2022-01-23 12:44:00
REV-002091,ORD-011084,2,Llego roto,Llego roto,2022-01-11 08:28:00
REV-002092,ORD-012253,2,Muy bueno,,2022-05-09 23:47:00
REV-002093,ORD-000793,3,Muy bueno,Muy bueno,2024-04-11 06:40:00
REV-002094,ORD-010007,4,Malo,,2024-05-24 04:55:00
REV-002095,ORD-006895,4,Buena calidad,Buena calidad,2022-12-01 13:55:00
REV-002096,ORD-005185,3,Pesimo,Pesimo,2022-09-16 09:00:00
REV-002097,ORD-000194,2,Malo,,2021-12-01 08:12:00
REV-002098,ORD-001417,4,Llego roto,Llego roto,2022-01-27 20:38:00
REV-002099,ORD-003407,1,Pesimo,Pesimo,2023-06-06 15:12:00
REV-002100,ORD-008319,5,No lo recomiendo,,2021-04-03 16:50:00
REV-002101,ORD-008321,1,Recomendado,Recomendado,2024-03-04 04:07:00
REV-002102,ORD-003524,1,Cumple expectativas,,2023-10-27 08:53:00
REV-002103,ORD-004404,3,Buena calidad,Buena calidad,2024-01-01 13:21:00
REV-002104,ORD-009865,1,Muy bueno,,2022-03-23 03:55:00
REV-002105,ORD-000858,1,No lo recomiendo,No lo recomiendo,2023-04-18 00:10:00
REV-002106,ORD-003744,4,,,2022-06-05 08:50:00
REV-002107,ORD-007723,3,Malo,Malo,2023-08-12 00:10:00
REV-002108,ORD-005978,5,No lo recomiendo,,2022-09-28 13:05:00
REV-002109,ORD-001011,3,,,2024-06-02 01:30:00
REV-002110,ORD-007247,1,No lo recomiendo,,2022-12-25 04:35:00
REV-002111,ORD-909332,2,Pesimo,Pesimo,2022-11-19 11:29:00
REV-002112,ORD-012240,1,,,2021-12-27 02:25:00
REV-002113,ORD-011387,4,Muy bueno,Muy bueno,2022-06-20 08:24:00
REV-002114,ORD-009222,3,Cumple expectativas,,2022-06-28 16:55:00
REV-002115,ORD-000038,10,Buena calidad,,2022-09-08 05:04:00
REV-002116,ORD-002430,3,Mejor de lo esperado,,2023-12-09 09:54:00
REV-002117,ORD-006947,4,Buena calidad,Buena calidad,2024-02-05 20:43:00
REV-002118,ORD-012924,5,Recomendado,Recomendado,2022-02-21 03:58:00
REV-002119,ORD-011952,3,Muy bueno,Muy bueno,2023-11-09 07:32:00
REV-002120,ORD-011252,5,Recomendado,Recomendado,2023-12-19 17:16:00
REV-002121,ORD-009072,3,No lo recomiendo,No lo recomiendo,2024-06-21 09:29:00
REV-002122,ORD-006017,5,,,2021-11-08 06:07:00
REV-002123,ORD-007194,3,Mejor de lo esperado,Mejor de lo esperado,2024-06-09 07:04:00
REV-002124,ORD-006382,1,Excelente producto,Excelente producto,2021-06-11 16:13:00
REV-002125,ORD-014696,5,Malo,Malo,2021-12-17 15:51:00
REV-002126,ORD-004104,2,Excelente producto,Excelente producto,2022-09-05 18:32:00
REV-002127,ORD-010309,4,Regular,,2021-04-16 17:44:00
REV-002128,ORD-003828,1,Regular,Regular,2024-02-04 01:28:00
REV-002129,ORD-006576,1,Regular,Regular,2022-10-26 04:22:00
REV-002130,ORD-009429,5,Pesimo,Pesimo,2024-04-23 12:23:00
REV-002131,ORD-002396,3,,,2022-02-14 00:19:00
REV-002132,ORD-001828,4,Buena calidad,Buena calidad,2024-06-11 09:51:00
REV-002133,ORD-004408,2,Buena calidad,,2021-04-22 13:09:00
REV-002134,ORD-008755,4,No lo recomiendo,No lo recomiendo,2024-02-17 02:53:00
REV-002135,ORD-000053,1,Buena calidad,,2023-10-14 20:07:00
REV-002136,ORD-003726,3,OK,OK,2022-10-24 01:22:00
REV-002137,ORD-001665,2,OK,,2023-08-24 15:09:00
REV-002138,ORD-009704,5,No lo recomiendo,No lo recomiendo,2022-11-21 04:30:00
REV-002139,ORD-007459,1,Llego roto,Llego roto,2022-05-29 09:36:00
REV-002140,ORD-012703,2,Llego roto,Llego roto,2023-12-24 04:54:00
REV-002141,ORD-005447,5,Excelente producto,Excelente producto,2024-02-09 16:50:00
REV-002142,ORD-000752,2,OK,,2024-05-12 10:06:00
REV-002143,ORD-012139,1,Pesimo,Pesimo,2023-09-05 19:54:00
REV-002144,ORD-004639,5,Excelente producto,Excelente producto,2021-10-19 11:23:00
REV-002145,ORD-003978,1,No lo recomiendo,No lo recomiendo,2021-02-09 15:15:00
REV-002146,ORD-011203,1,Recomendado,,2022-05-15 18:32:00
REV-002147,ORD-013681,4,Malo,Malo,2023-09-01 12:22:00
REV-002148,ORD-000180,2,OK,,2021-06-09 04:22:00
REV-002149,ORD-001588,1,Pesimo,Pesimo,2021-07-12 12:13:00
REV-002150,ORD-011601,3,Malo,Malo,2023-10-03 10:11:00
REV-002151,ORD-002718,3,Cumple expectativas,,2023-02-22 21:28:00
REV-002152,ORD-004532,2,No lo recomiendo,,2021-03-20 07:43:00
REV-002153,ORD-013497,5,Pesimo,Pesimo,2021-03-25 13:54:00
REV-002154,ORD-005794,4,Excelente producto,,2021-05-29 22:59:00
REV-002155,ORD-004481,3,Cumple expectativas,,2023-12-20 22:16:00
REV-002156,ORD-003106,3,Malo,,2022-01-09 17:05:00
REV-002157,ORD-009487,0,Regular,,2024-04-28 00:45:00
REV-002158,ORD-006968,5,,,2022-05-04 20:22:00
REV-002159,ORD-011454,4,Mejor de lo esperado,Mejor de lo esperado,2022-07-02 07:02:00
REV-002160,ORD-005620,1,Malo,Malo,2021-11-26 07:14:00
REV-002161,ORD-001322,3,,,2023-05-06 22:55:00
REV-002162,ORD-001438,5,Pesimo,,2022-01-30 03:29:00
REV-002163,ORD-005151,1,OK,,2023-01-21 23:57:00
