order_id,customer_id,status,order_date,approved_at,delivered_at
ORD-001394,CUST-00166,delivered,2023-09-27 18:43:00,2023-09-28 12:43:00,2023-10-07 12:43:00
ORD-001395,CUST-02695,delivered,2024-03-27 15:30:00,2024-03-29 06:30:00,2024-03-31 06:30:00
ORD-001396,CUST-04991,delivered,2022-09-10 04:42:00,2022-09-10 14:42:00,2022-10-07 14:42:00
ORD-001397,CUST-04288,shipped,2021-12-14 22:32:00,2021-12-16 02:32:00,
ORD-001398,CUST-01917,canceled,2023-10-22 10:39:00,,
ORD-001399,CUST-01054,canceled,2022-02-13 23:05:00,,
ORD-001400,CUST-03750,delivered,2024-01-26 02:20:00,2024-01-27 08:20:00,2024-02-07 08:20:00
ORD-001401,CUST-02513,delivered,2023-01-07 02:11:00,2023-01-07 19:11:00,2023-01-19 19:11:00
ORD-001402,CUST-93649,canceled,2021-04-27 04:51:00,,
ORD-001403,CUST-00423,delivered,2023-12-06 18:54:00,2023-12-07 19:54:00,2023-12-30 19:54:00
ORD-001404,CUST-01229,shipped,2021-09-30 11:42:00,2021-09-30 15:42:00,
ORD-001405,CUST-03706,delivered,2021-12-31 04:11:00,2021-12-31 20:11:00,2022-01-23 20:11:00
ORD-001406,CUST-02345,delivered,2024-06-30 23:45:00,2024-07-02 09:45:00,2024-07-19 09:45:00
ORD-001407,CUST-04707,canceled,2021-06-13 04:17:00,,
ORD-001408,CUST-00309,shipped,2021-06-11 22:33:00,2021-06-12 16:33:00,
ORD-001409,CUST-04187,delivered,2022-02-08 00:08:00,2022-02-09 22:08:00,2022-03-11 22:08:00
ORD-001410,CUST-02387,delivered,2023-06-25 02:17:00,2023-06-26 04:17:00,2023-07-12 04:17:00
ORD-001411,CUST-01261,,2023-06-26 01:07:00,2023-06-27 11:07:00,2023-07-04 11:07:00
ORD-001412,CUST-03580,delivered,2023-09-06 08:15:00,2023-09-07 01:15:00,2023-09-10 01:15:00
ORD-001413,CUST-03660,shipped,2023-01-31 02:23:00,2023-01-31 06:23:00,
ORD-001414,CUST-04983,delivered,2021-06-26 18:19:00,2021-06-27 02:19:00,2021-07-09 02:19:00
ORD-001415,CUST-00725,delivered,2024-06-03 00:35:00,2024-06-03 23:35:00,2024-06-13 23:35:00
ORD-001416,CUST-01176,returned,2022-03-31 11:20:00,2022-04-01 09:20:00,
ORD-001417,CUST-96842,canceled,2022-10-27 13:01:00,,
ORD-001418,CUST-00019,shipped,2021-10-19 11:36:00,2021-10-20 19:36:00,
ORD-001419,CUST-03652,canceled,2021-06-27 01:24:00,,
ORD-001420,CUST-01906,shipped,2021-01-09 07:08:00,2021-01-09 18:08:00,
ORD-001421,CUST-01834,delivered,2023-10-09 23:58:00,2023-10-10 16:58:00,2023-10-21 16:58:00
ORD-001422,CUST-01127,delivered,2022-10-01 03:54:00,2022-10-01 15:54:00,2022-10-04 15:54:00
ORD-001423,CUST-04783,processing,2022-01-18 05:14:00,2022-01-19 21:14:00,
ORD-001424,CUST-02152,delivered,2023-05-26 23:47:00,2023-05-28 20:47:00,2023-06-21 20:47:00
ORD-001425,CUST-03758,delivered,2024-04-03 02:00:00,2024-04-04 01:00:00,2024-04-08 01:00:00
ORD-001426,CUST-00490,processing,2023-12-24 02:26:00,2023-12-25 02:26:00,
ORD-001427,CUST-02967,shipped,2021-05-10 11:41:00,2021-05-11 00:41:00,
ORD-001428,CUST-01872,unknown,2022-05-02 08:09:00,2022-05-04 02:09:00,
ORD-001429,CUST-01396,shipped,2023-12-27 00:03:00,2023-12-28 23:03:00,
ORD-001430,CUST-02570,delivered,2023-07-25 18:37:00,2023-07-26 08:37:00,2023-08-24 08:37:00
ORD-001431,CUST-03279,shipped,2024-05-24 05:33:00,2024-05-25 19:33:00,
ORD-001432,CUST-03373,delivered,2021-07-31 05:45:00,2021-08-01 08:45:00,2021-08-14 08:45:00
ORD-001433,CUST-02551,delivered,2022-07-27 05:47:00,2022-07-28 00:47:00,2022-08-17 00:47:00
ORD-001434,CUST-00741,processing,2022-01-28 04:21:00,2022-01-29 04:21:00,
ORD-001435,CUST-04867,delivered,2024-01-05 05:53:00,2024-01-06 10:53:00,2024-01-12 10:53:00
ORD-001436,CUST-00182,delivered,2023-05-27 00:10:00,2023-05-27 09:10:00,2023-06-15 09:10:00
ORD-001437,CUST-01480,delivered,2021-05-03 09:42:00,2021-05-03 10:42:00,2021-05-27 10:42:00
ORD-001438,CUST-03422,delivered,2024-06-17 15:07:00,2024-06-18 04:07:00,2024-07-18 04:07:00
ORD-001439,CUST-02439,delivered,2023-08-12 00:17:00,2023-08-12 10:17:00,2023-08-14 10:17:00
ORD-001440,CUST-02434,unknown,2023-12-24 13:12:00,2023-12-25 13:12:00,2024-01-17 13:12:00
ORD-001441,CUST-01061,delivered,2022-09-09 03:20:00,2022-09-09 19:20:00,2022-10-01 19:20:00
ORD-001442,CUST-00105,shipped,2022-12-12 01:39:00,2022-12-13 13:39:00,
ORD-001443,CUST-01137,shipped,2024-06-25 07:11:00,2024-06-25 19:11:00,
ORD-001444,CUST-02415,shipped,2023-10-17 09:36:00,2023-10-17 22:36:00,
ORD-001445,CUST-01987,canceled,2021-10-26 10:41:00,,
ORD-001446,CUST-00211,delivered,2021-08-19 06:13:00,2021-08-19 15:13:00,2021-08-24 15:13:00
ORD-001447,CUST-01477,canceled,2024-02-27 03:59:00,,
ORD-001448,CUST-01748,processing,2023-11-15 11:50:00,2023-11-16 09:50:00,
ORD-001449,CUST-01934,processing,2023-11-25 21:01:00,2023-11-26 18:01:00,
ORD-001450,CUST-03201,delivered,2022-08-30 12:12:00,2022-08-31 09:12:00,2022-09-01 09:12:00
ORD-001451,CUST-04394,delivered,2024-06-26 07:55:00,2024-06-27 13:55:00,2024-07-12 13:55:00
ORD-001452,CUST-00365,delivered,2022-10-08 20:57:00,2022-10-10 14:57:00,2022-10-18 14:57:00
ORD-001453,CUST-02030,returned,2022-02-08 23:20:00,2022-02-09 01:20:00,
ORD-001454,CUST-01993,delivered,2023-11-26 19:01:00,2023-11-27 06:01:00,2023-12-08 06:01:00
ORD-001455,CUST-03878,returned,2021-01-10 12:24:00,2021-01-11 05:24:00,
ORD-001456,CUST-03956,canceled,2023-02-11 16:38:00,,
ORD-001457,CUST-00903,delivered,2021-04-19 23:06:00,2021-04-20 06:06:00,2021-05-07 06:06:00
ORD-001458,CUST-01855,canceled,2023-10-15 00:50:00,,
ORD-001459,CUST-03355,shipped,2021-08-01 10:17:00,2021-08-03 03:17:00,
ORD-001460,CUST-04409,delivered,2022-09-19 10:01:00,2022-09-21 01:01:00,2022-10-01 01:01:00
ORD-001461,CUST-02908,canceled,2021-05-12 08:45:00,,
ORD-001462,CUST-04728,delivered,2021-03-13 21:19:00,2021-03-15 20:19:00,2021-03-25 20:19:00
ORD-001463,CUST-02599,delivered,2021-03-13 20:47:00,2021-03-15 06:47:00,2021-03-19 06:47:00
ORD-001464,CUST-02921,delivered,2023-10-03 04:25:00,2023-10-03 17:25:00,2023-10-13 17:25:00
ORD-001465,CUST-01300,delivered,2023-05-06 17:08:00,2023-05-08 14:08:00,2023-06-01 14:08:00
ORD-001466,CUST-04087,delivered,2021-04-09 11:02:00,2021-04-09 19:02:00,2021-05-01 19:02:00
ORD-001467,CUST-02472,shipped,2023-06-13 15:29:00,2023-06-14 23:29:00,
ORD-001468,CUST-03818,delivered,2023-06-20 14:21:00,2023-06-21 13:21:00,2023-07-18 13:21:00
ORD-001469,CUST-01903,delivered,2024-05-06 06:54:00,2024-05-07 07:54:00,2024-05-20 07:54:00
ORD-001470,CUST-01662,delivered,2021-10-04 19:52:00,2021-10-05 10:52:00,2021-10-30 10:52:00
ORD-001471,CUST-04394,delivered,2024-04-12 06:56:00,2024-04-14 01:56:00,2024-05-08 01:56:00
ORD-001472,CUST-03720,shipped,2023-09-07 11:06:00,2023-09-08 01:06:00,
ORD-001473,CUST-01169,processing,2023-08-25 02:13:00,2023-08-26 12:13:00,
ORD-001474,CUST-04538,delivered,2021-04-17 14:37:00,2021-04-18 07:37:00,2021-05-18 07:37:00
ORD-001475,CUST-01789,processing,2022-09-06 13:44:00,2022-09-07 01:44:00,
ORD-001476,CUST-03738,shipped,,2021-01-14 06:48:00,
ORD-001477,CUST-95970,delivered,2021-01-26 03:57:00,2021-01-28 03:57:00,2021-02-11 03:57:00
ORD-001478,CUST-04165,processing,2021-05-10 04:14:00,2021-05-11 11:14:00,
ORD-001479,CUST-04006,delivered,2023-11-29 11:27:00,2023-11-30 04:27:00,2023-12-05 04:27:00
ORD-001480,CUST-04749,shipped,2021-05-06 19:20:00,2021-05-07 14:20:00,
ORD-001481,CUST-00789,delivered,2023-05-16 15:18:00,2023-05-18 12:18:00,2023-05-27 12:18:00
ORD-001482,CUST-02755,canceled,2023-06-05 00:01:00,,
ORD-001483,CUST-04389,delivered,2022-12-05 23:48:00,2022-12-06 06:48:00,2022-12-07 06:48:00
ORD-001484,CUST-03658,shipped,2021-02-20 07:57:00,2021-02-22 05:57:00,
ORD-001485,CUST-03753,shipped,2022-07-30 02:23:00,2022-07-30 12:23:00,
ORD-001486,CUST-01159,delivered,2022-05-19 06:03:00,2022-05-20 21:03:00,2022-05-30 21:03:00
ORD-001487,CUST-00450,delivered,2023-10-04 22:22:00,2023-10-05 11:22:00,2023-10-20 11:22:00
ORD-001488,CUST-00146,delivered,2021-11-27 13:40:00,2021-11-29 12:40:00,2021-12-14 12:40:00
ORD-001489,CUST-04278,delivered,2022-06-12 04:48:00,2022-06-12 06:48:00,2022-06-25 06:48:00
ORD-001490,CUST-01064,processing,2021-03-05 05:48:00,2021-03-06 17:48:00,
ORD-001491,CUST-02605,DELIVERED,2021-02-14 10:12:00,2021-02-15 21:12:00,2021-02-25 21:12:00
ORD-001492,CUST-03818,canceled,2023-03-13 02:38:00,,
ORD-001493,CUST-00124,canceled,2022-08-15 09:06:00,,
ORD-001494,CUST-00635,delivered,2022-02-14 20:42:00,2022-02-15 19:42:00,2022-02-18 19:42:00
ORD-001495,CUST-03012,delivered,2024-01-05 22:46:00,2024-01-07 22:46:00,2024-01-25 22:46:00
ORD-001496,CUST-03753,delivered,2021-01-04 13:36:00,2021-01-05 04:36:00,2021-01-28 04:36:00
ORD-001497,CUST-03969,delivered,2021-02-04 21:11:00,2021-02-05 04:11:00,2021-02-28 04:11:00
ORD-001498,CUST-01642,delivered,2023-05-13 09:46:00,2023-05-13 15:46:00,2023-05-29 15:46:00
ORD-001499,CUST-02864,delivered,2023-11-08 10:01:00,2023-11-08 18:01:00,2023-11-26 18:01:00
ORD-001500,CUST-00082,processing,2021-04-25 05:24:00,2021-04-25 21:24:00,
ORD-001501,CUST-00837,shipped,2021-03-03 14:46:00,2021-03-04 05:46:00,
ORD-001502,CUST-97781,processing,2024-05-15 01:27:00,2024-05-16 21:27:00,
ORD-001503,CUST-03783,delivered,2024-05-03 15:03:00,2024-05-04 04:03:00,2024-05-13 04:03:00
ORD-001504,CUST-04128,shipped,2021-03-30 05:16:00,2021-03-30 22:16:00,
ORD-001505,CUST-01700,shipped,2023-08-23 09:11:00,2023-08-23 19:11:00,
ORD-001506,CUST-00079,delivered,2021-09-26 03:17:00,2021-09-27 00:17:00,2021-10-04 00:17:00
ORD-001507,CUST-01771,shipped,2021-03-16 02:54:00,2021-03-17 16:54:00,
ORD-001508,CUST-01332,delivered,2023-08-13 05:15:00,2023-08-14 03:15:00,2023-08-28 03:15:00
ORD-001509,CUST-02317,delivered,2022-11-02 12:08:00,2022-11-04 02:08:00,2022-11-19 02:08:00
ORD-001510,CUST-01716,returned,2023-12-26 20:45:00,2023-12-28 13:45:00,
ORD-001511,CUST-00347,delivered,2023-12-13 06:21:00,2023-12-14 08:21:00,2023-12-21 08:21:00
ORD-001512,CUST-04318,delivered,2023-08-25 14:05:00,2023-08-25 18:05:00,2023-09-12 18:05:00
ORD-001513,CUST-03241,delivered,2021-02-24 01:09:00,2021-02-24 14:09:00,2021-03-08 14:09:00
ORD-001514,CUST-03862,delivered,2022-06-01 04:05:00,2022-06-03 02:05:00,2022-06-04 02:05:00
ORD-001515,CUST-01567,delivered,2023-11-05 07:45:00,2023-11-06 00:45:00,2023-12-05 00:45:00
ORD-001516,CUST-01224,canceled,2024-06-05 03:03:00,,
ORD-001517,CUST-03044,processing,2023-11-05 10:39:00,2023-11-07 03:39:00,
ORD-001518,CUST-01221,delivered,2023-08-05 13:53:00,2023-08-07 03:53:00,2023-09-03 03:53:00
ORD-001519,CUST-01932,delivered,2023-12-12 13:09:00,2023-12-13 16:09:00,2023-12-22 16:09:00
ORD-001520,CUST-00428,delivered,2023-04-23 00:21:00,2023-04-23 01:21:00,2023-05-01 01:21:00
ORD-001521,CUST-00108,returned,2023-10-19 17:49:00,2023-10-20 19:49:00,
ORD-001522,CUST-00178,shipped,2023-06-02 14:01:00,2023-06-03 05:01:00,
ORD-001523,CUST-03240,returned,2023-09-17 09:43:00,2023-09-18 12:43:00,
ORD-001524,CUST-00355,shipped,2022-06-18 14:27:00,2022-06-19 01:27:00,
ORD-001525,CUST-04451,shipped,2022-10-16 18:14:00,2022-10-16 19:14:00,
ORD-001526,CUST-03617,delivered,2024-04-17 04:23:00,2024-04-18 11:23:00,2024-04-29 11:23:00
ORD-001527,CUST-00206,processing,2022-08-08 05:34:00,2022-08-09 11:34:00,
ORD-001528,CUST-00928,shipped,2021-04-07 03:29:00,2021-04-08 04:29:00,
ORD-001529,CUST-01088,returned,2021-06-04 11:17:00,2021-06-04 14:17:00,
ORD-001530,CUST-04932,processing,2021-01-11 07:37:00,2021-01-11 20:37:00,
ORD-001531,CUST-02788,delivered,2024-03-21 06:07:00,2024-03-22 23:07:00,2024-04-07 23:07:00
ORD-001532,CUST-04773,delivered,2021-06-23 11:47:00,2021-06-25 11:47:00,2021-07-20 11:47:00
ORD-001533,CUST-01626,delivered,2023-06-28 21:33:00,2023-06-30 15:33:00,2023-07-20 15:33:00
ORD-001534,CUST-04432,delivered,2022-05-08 19:57:00,2022-05-09 20:57:00,2022-05-31 20:57:00
ORD-001535,CUST-01525,shipped,2021-08-01 06:04:00,2021-08-01 12:04:00,
ORD-001536,CUST-04414,delivered,2022-03-12 08:42:00,2022-03-12 20:42:00,2022-03-15 20:42:00
ORD-001537,CUST-01499,delivered,2021-12-11 18:06:00,2021-12-12 11:06:00,2021-12-24 11:06:00
ORD-001538,CUST-02314,processing,2022-03-05 05:05:00,2022-03-05 15:05:00,
ORD-001539,CUST-01576,delivered,2022-07-20 09:45:00,2022-07-20 23:45:00,2022-08-13 23:45:00
ORD-001540,CUST-00900,canceled,2022-11-08 23:57:00,,
ORD-001541,CUST-02212,shipped,2021-04-18 23:34:00,2021-04-20 20:34:00,
ORD-001542,CUST-01753,delivered,2022-05-16 11:06:00,2022-05-18 11:06:00,2022-05-20 11:06:00
ORD-001543,CUST-01789,delivered,2022-03-11 11:27:00,2022-03-12 18:27:00,2022-04-10 18:27:00
ORD-001544,CUST-00050,processing,2022-09-10 13:06:00,2022-09-11 18:06:00,
ORD-001545,CUST-00316,,2023-09-20 03:45:00,2023-09-21 00:45:00,2023-09-24 00:45:00
ORD-001546,CUST-04851,delivered,2021-07-17 05:56:00,2021-07-18 23:56:00,2021-08-17 23:56:00
ORD-001547,CUST-01867,canceled,2023-03-05 03:34:00,,
ORD-001548,CUST-02354,processing,2022-02-17 14:33:00,2022-02-19 12:33:00,
ORD-001549,CUST-02520,delivered,2022-12-15 05:12:00,2022-12-15 06:12:00,2023-01-09 06:12:00
ORD-001550,CUST-00164,delivered,2022-04-12 05:36:00,2022-04-12 06:36:00,2022-05-09 06:36:00
ORD-001551,CUST-02183,shipped,2022-07-28 03:40:00,2022-07-29 02:40:00,
ORD-001552,CUST-01367,DELIVERED,2023-01-30 02:06:00,2023-01-30 05:06:00,
ORD-001553,CUST-03178,delivered,2023-02-03 19:50:00,2023-02-05 17:50:00,2023-03-04 17:50:00
ORD-001554,CUST-00480,delivered,2021-07-20 09:43:00,2021-07-21 08:43:00,2021-07-26 08:43:00
ORD-001555,CUST-03297,delivered,2021-11-16 02:30:00,2021-11-18 02:30:00,2021-11-28 02:30:00
ORD-001556,CUST-02721,delivered,2022-08-31 19:59:00,2022-09-02 11:59:00,2022-09-11 11:59:00
ORD-001557,CUST-01878,delivered,2023-02-14 00:03:00,2023-02-15 05:03:00,2023-02-28 05:03:00
ORD-001558,CUST-03806,delivered,2021-05-30 11:08:00,2021-06-01 03:08:00,2021-06-13 03:08:00
ORD-001559,CUST-02433,delivered,2023-06-07 14:33:00,2023-06-09 07:33:00,2023-06-20 07:33:00
ORD-001560,CUST-02825,shipped,2023-11-17 21:59:00,2023-11-18 02:59:00,
ORD-001561,CUST-98788,canceled,2022-03-05 06:20:00,,
ORD-001562,CUST-00944,delivered,2023-08-10 08:57:00,2023-08-11 17:57:00,2023-09-10 17:57:00
ORD-001563,CUST-99430,delivered,2021-02-20 10:27:00,2021-02-22 05:27:00,2021-03-08 05:27:00
ORD-001564,CUST-00528,delivered,2022-07-12 12:23:00,2022-07-13 14:23:00,2022-07-20 14:23:00
ORD-001565,CUST-01290,canceled,2023-06-28 20:25:00,,
ORD-001566,CUST-04401,delivered,2023-11-04 18:55:00,2023-11-05 02:55:00,2023-11-06 02:55:00
ORD-001567,CUST-01436,returned,2024-04-22 18:14:00,2024-04-23 21:14:00,
ORD-001568,CUST-02041,delivered,2021-02-13 17:20:00,2021-02-14 23:20:00,2021-03-04 23:20:00
ORD-001569,CUST-01154,delivered,2023-11-16 20:24:00,2023-11-17 19:24:00,2023-11-22 19:24:00
ORD-001570,CUST-03190,delivered,2022-12-26 13:57:00,2022-12-27 04:57:00,2023-01-12 04:57:00
ORD-001571,CUST-03179,returned,2021-04-19 21:38:00,2021-04-21 02:38:00,
ORD-001572,CUST-03053,canceled,2023-10-06 14:37:00,,
ORD-001573,CUST-00006,delivered,2021-12-04 05:33:00,2021-12-05 08:33:00,2021-12-08 08:33:00
ORD-001574,CUST-00054,delivered,2023-09-07 13:32:00,2023-09-08 00:32:00,2023-10-03 00:32:00
ORD-001575,CUST-04287,delivered,2022-09-22 03:52:00,2022-09-24 02:52:00,2022-10-17 02:52:00
ORD-001576,CUST-04150,processing,2022-06-23 05:33:00,2022-06-24 16:33:00,
ORD-001577,CUST-04301,delivered,2023-06-21 22:09:00,2023-06-23 19:09:00,2023-07-03 19:09:00
ORD-001578,CUST-02979,delivered,2023-09-01 13:10:00,2023-09-02 15:10:00,2023-09-21 15:10:00
ORD-001579,CUST-01123,delivered,2023-05-27 11:21:00,2023-05-28 09:21:00,2023-06-26 09:21:00
ORD-001580,CUST-01880,delivered,2022-02-14 01:38:00,2022-02-15 16:38:00,2022-02-27 16:38:00
ORD-001581,CUST-00868,processing,2023-01-14 21:15:00,2023-01-15 00:15:00,
ORD-001582,CUST-03020,delivered,2022-03-04 07:42:00,2022-03-05 16:42:00,2022-03-23 16:42:00
ORD-001583,CUST-01421,delivered,2021-06-18 16:54:00,2021-06-20 11:54:00,2021-07-04 11:54:00
ORD-001584,CUST-03886,delivered,2023-07-15 20:23:00,2023-07-17 19:23:00,2023-07-22 19:23:00
ORD-001585,CUST-02873,delivered,2021-08-10 07:41:00,2021-08-11 20:41:00,2021-08-19 20:41:00
ORD-001586,CUST-00349,returned,2022-09-01 09:55:00,2022-09-01 14:55:00,
ORD-001587,CUST-03516,delivered,2021-01-17 15:49:00,2021-01-19 09:49:00,2021-02-11 09:49:00
ORD-001588,CUST-02266,delivered,2021-06-19 10:46:00,2021-06-20 14:46:00,2021-07-01 14:46:00
ORD-001589,CUST-02393,canceled,2022-06-10 17:25:00,,
ORD-001590,CUST-01637,returned,2023-08-31 00:28:00,2023-09-01 10:28:00,
ORD-001591,CUST-00717,delivered,2021-08-18 16:09:00,2021-08-19 17:09:00,2021-09-09 17:09:00
ORD-001592,CUST-00663,delivered,2023-06-23 13:17:00,2023-06-25 07:17:00,2023-07-08 07:17:00
ORD-001593,CUST-02445,unknown,2021-01-01 11:02:00,2021-01-03 05:02:00,
ORD-001594,CUST-01246,delivered,2021-01-09 22:25:00,2021-01-10 10:25:00,2021-01-12 10:25:00
ORD-001595,CUST-04392,delivered,2021-01-10 23:46:00,2021-01-12 14:46:00,2021-01-14 14:46:00
ORD-001596,CUST-03349,shipped,2023-04-28 07:45:00,2023-04-29 01:45:00,
ORD-001597,CUST-00273,shipped,2024-04-27 21:18:00,2024-04-28 07:18:00,
ORD-001598,CUST-00513,returned,2022-11-01 04:01:00,2022-11-02 11:01:00,
ORD-001599,CUST-02816,delivered,2021-11-08 11:26:00,2021-11-08 19:26:00,2021-12-08 19:26:00
ORD-001600,CUST-03849,delivered,2022-12-03 14:53:00,2022-12-04 21:53:00,2022-12-14 21:53:00
ORD-001601,CUST-00959,delivered,2022-10-29 23:36:00,2022-10-31 08:36:00,2022-11-10 08:36:00
ORD-001602,CUST-02206,delivered,2021-06-12 13:40:00,2021-06-14 07:40:00,2021-07-03 07:40:00
ORD-001603,CUST-02638,delivered,2021-12-16 21:53:00,2021-12-18 14:53:00,2021-12-31 14:53:00
ORD-001604,CUST-00959,processing,2022-11-04 21:01:00,2022-11-05 03:01:00,
ORD-001605,CUST-00134,processing,2023-09-21 06:41:00,2023-09-21 21:41:00,
ORD-001606,CUST-04319,shipped,2021-06-09 07:07:00,2021-06-10 17:07:00,
ORD-001607,CUST-03441,delivered,2023-05-25 02:42:00,2023-05-26 18:42:00,2023-06-15 18:42:00
ORD-001608,CUST-01388,delivered,2022-05-27 10:48:00,2022-05-27 19:48:00,2022-06-24 19:48:00
ORD-001609,CUST-03180,unknown,2024-04-13 18:57:00,2024-04-14 15:57:00,2024-05-05 15:57:00
ORD-001610,CUST-04768,delivered,2024-05-26 04:41:00,2024-05-27 23:41:00,2024-06-13 23:41:00
ORD-001611,CUST-04745,canceled,2023-05-23 06:00:00,,
ORD-001612,CUST-01121,shipped,2022-11-26 03:34:00,2022-11-27 12:34:00,
ORD-001613,CUST-02473,canceled,2021-06-10 01:11:00,,
ORD-001614,CUST-04852,delivered,2022-08-27 08:37:00,2022-08-29 00:37:00,2022-09-19 00:37:00
ORD-001615,CUST-01562,delivered,2021-12-15 04:15:00,2021-12-16 22:15:00,2022-01-09 22:15:00
ORD-001616,CUST-04640,delivered,2023-09-21 09:57:00,2023-09-21 23:57:00,2023-10-08 23:57:00
ORD-001617,CUST-02890,delivered,2023-11-30 14:24:00,2023-12-02 00:24:00,2023-12-31 00:24:00
ORD-001618,CUST-02917,delivered,2022-04-19 03:19:00,2022-04-20 07:19:00,2022-05-09 07:19:00
ORD-001619,CUST-04101,delivered,2022-03-20 08:22:00,2022-03-21 17:22:00,2022-04-06 17:22:00
ORD-001620,CUST-04302,delivered,2023-10-27 09:57:00,2023-10-29 03:57:00,2023-11-24 03:57:00
ORD-001621,CUST-03051,delivered,2023-12-18 23:29:00,2023-12-19 14:29:00,2024-01-17 14:29:00
ORD-001622,CUST-00397,shipped,2022-09-10 10:06:00,2022-09-10 18:06:00,
ORD-001623,CUST-03601,shipped,,2021-02-08 22:02:00,
ORD-001624,CUST-01095,processing,2023-08-31 10:06:00,2023-09-01 16:06:00,
ORD-001625,CUST-02506,canceled,2024-02-02 15:56:00,,
ORD-001626,CUST-00307,shipped,2021-03-27 04:38:00,2021-03-28 13:38:00,
ORD-001627,CUST-04460,delivered,2023-10-30 02:18:00,2023-10-31 04:18:00,2023-11-21 04:18:00
ORD-001628,CUST-03847,delivered,2024-02-12 18:07:00,2024-02-13 08:07:00,2024-03-01 08:07:00
ORD-001629,CUST-01074,shipped,2022-05-18 12:00:00,2022-05-19 16:00:00,
ORD-001630,CUST-02240,canceled,2024-01-23 15:37:00,,
ORD-001631,CUST-01097,delivered,2023-04-16 05:17:00,2023-04-18 03:17:00,2023-05-06 03:17:00
ORD-001632,CUST-02752,canceled,2023-01-15 12:36:00,,
ORD-001633,CUST-02176,returned,2022-05-19 09:08:00,2022-05-19 13:08:00,
ORD-001634,CUST-04779,canceled,2022-12-24 01:35:00,,
ORD-001635,CUST-00466,delivered,2023-07-15 07:23:00,2023-07-15 08:23:00,2023-08-04 08:23:00
ORD-001636,CUST-01414,delivered,2021-11-28 13:04:00,2021-11-29 20:04:00,2021-12-11 20:04:00
ORD-001637,CUST-01114,processing,2021-12-31 21:32:00,2022-01-02 02:32:00,
ORD-001638,CUST-00721,delivered,2024-03-30 18:50:00,2024-03-31 05:50:00,2024-04-07 05:50:00
ORD-000924,CUST-03219,delivered,2023-09-19 15:13:00,2023-09-20 17:13:00,2023-10-14 17:13:00
ORD-000930,CUST-04948,delivered,2023-08-24 20:03:00,2023-08-25 12:03:00,2023-09-12 12:03:00
ORD-001641,CUST-00308,delivered,2021-07-30 07:41:00,2021-07-31 07:41:00,2021-08-22 07:41:00
ORD-001642,CUST-01434,delivered,2024-04-09 16:20:00,2024-04-10 00:20:00,2024-04-13 00:20:00
ORD-001643,CUST-02845,delivered,2022-02-13 02:56:00,2022-02-13 09:56:00,2022-03-06 09:56:00
ORD-001644,CUST-04202,returned,2022-07-30 12:25:00,2022-08-01 10:25:00,
ORD-001645,CUST-03698,delivered,2021-05-10 18:17:00,2021-05-11 09:17:00,2021-05-20 09:17:00
ORD-001646,CUST-00073,processing,2023-01-17 23:48:00,2023-01-18 04:48:00,
ORD-001647,CUST-03062,processing,2021-01-18 21:18:00,2021-01-20 01:18:00,
ORD-001167,CUST-04433,shipped,2022-09-29 12:43:00,2022-09-30 10:43:00,
ORD-001649,CUST-03932,shipped,2022-08-16 17:01:00,2022-08-17 14:01:00,
ORD-001650,CUST-03684,shipped,2022-02-09 06:48:00,2022-02-10 05:48:00,
ORD-001651,CUST-00737,delivered,2024-05-11 14:53:00,2024-05-12 18:53:00,2024-05-19 18:53:00
ORD-001652,CUST-03479,processing,2022-12-06 07:23:00,2022-12-08 04:23:00,
ORD-001653,CUST-04503,delivered,2023-08-10 19:57:00,2023-08-11 02:57:00,2023-09-02 02:57:00
ORD-001654,CUST-01349,shipped,2024-02-14 22:50:00,2024-02-15 21:50:00,
ORD-001655,CUST-04786,delivered,2022-06-01 12:27:00,2022-06-02 17:27:00,2022-06-10 17:27:00
ORD-001656,CUST-00033,unknown,2021-12-20 23:31:00,2021-12-21 08:31:00,2022-01-18 08:31:00
ORD-001657,CUST-00730,delivered,2023-05-01 07:40:00,2023-05-01 15:40:00,2023-05-25 15:40:00
ORD-001658,CUST-04462,delivered,2023-07-24 22:38:00,2023-07-26 16:38:00,2023-08-24 16:38:00
ORD-001659,CUST-04242,delivered,2021-10-31 08:01:00,2021-10-31 15:01:00,2021-11-26 15:01:00
ORD-001660,CUST-04491,delivered,2021-06-28 10:39:00,2021-06-28 17:39:00,2021-06-29 17:39:00
ORD-001661,CUST-00839,delivered,2022-02-20 23:00:00,2022-02-21 17:00:00,2022-02-28 17:00:00
ORD-001662,CUST-04132,processing,2022-10-26 00:58:00,2022-10-27 13:58:00,
ORD-001663,CUST-00860,returned,2022-04-08 10:44:00,2022-04-09 09:44:00,
ORD-001664,CUST-03910,delivered,2021-08-21 13:24:00,2021-08-22 08:24:00,2021-08-24 08:24:00
ORD-001665,CUST-04619,delivered,2022-06-08 11:17:00,2022-06-09 17:17:00,2022-06-29 17:17:00
ORD-001666,CUST-04112,canceled,2022-02-03 15:09:00,,
ORD-001667,CUST-04383,delivered,2024-02-26 06:54:00,2024-02-27 14:54:00,2024-03-20 14:54:00
ORD-001668,CUST-00377,processing,2021-12-13 15:01:00,2021-12-15 11:01:00,
ORD-001669,CUST-03902,delivered,2021-03-30 11:08:00,2021-03-31 19:08:00,2021-04-06 19:08:00
ORD-001670,CUST-01609,processing,2022-09-19 15:30:00,2022-09-21 03:30:00,
